,senti_actor,senti_director,country,genres,imdb_score,count_actor,count_director,log_budget
0,0.142693455,0.061009740259740264,USA,Biography,7.9,437.0,20.0,17.034386382832476
1,0.215416667,0.05286605167319453,USA,Comedy,5.7,20.0,100.0,15.89495209964411
2,0.136740062,0.1102344252233515,USA,Adventure,6.5,495.0,198.3301927194861,18.720785336402702
3,0.078728076,0.10162648021363337,USA,Biography,7.0,462.0,269.0,18.420680743952367
4,0.146905843,0.12224520001603333,USA,Action,6.3,491.0,60.0,17.622173047734595
5,0.134542283,0.1102344252233515,USA,Comedy,6.3,118.0,198.3301927194861,16.811242831518264
6,0.13211941715258146,0.1102344252233515,Iceland,Drama,6.9,284.74560138448226,198.3301927194861,15.150511624696614
7,0.09716929099999999,0.0032266542980828746,USA,Comedy,6.3,492.0,80.0,17.72753356339242
8,0.15250260599999999,0.09061522313912938,UK,Drama,8.0,496.0,200.0,16.523560759066484
9,0.13211941715258146,0.051362170815295836,USA,Comedy,6.4,284.74560138448226,80.0,16.300417207752275
10,0.13211941715258146,0.1102344252233515,USA,Action,5.2,284.74560138448226,198.3301927194861,17.909855120186375
11,0.13211941715258146,0.1102344252233515,USA,Crime,7.2,284.74560138448226,198.3301927194861,15.830413578506539
12,0.022678571,0.1102344252233515,USA,Action,4.3,20.0,198.3301927194861,18.258161814454592
13,0.19803879600000002,0.1102344252233515,UK,Comedy,6.2,276.0,198.3301927194861,17.909855120186375
14,0.09327378,0.1102344252233515,UK,Action,7.1,487.0,198.3301927194861,18.60300230074632
15,0.126197994,0.1102344252233515,USA,Comedy,6.4,296.0,198.3301927194861,16.811242831518264
16,0.115385377,0.0743420548073326,USA,Action,2.9,493.0,180.0,17.034386382832476
17,0.13211941715258146,0.1102344252233515,USA,Drama,7.2,284.74560138448226,198.3301927194861,13.815510557964274
18,0.19568073600000002,0.1878438618326118,USA,Action,8.0,60.0,500.0,17.216707939626428
19,0.12587168599999998,0.1102344252233515,USA,Drama,6.9,118.0,198.3301927194861,15.830413578506539
20,0.088072775,0.04342923280423281,USA,Biography,8.3,180.0,20.0,16.70588231586044
21,0.117625,0.1102344252233515,USA,Drama,5.6,20.0,198.3301927194861,16.64872390202049
22,0.13211941715258146,0.1837555875311557,USA,Action,6.2,284.74560138448226,220.0,17.909855120186375
23,0.13211941715258146,0.1102344252233515,USA,Comedy,4.3,284.74560138448226,198.3301927194861,17.073607095985757
24,0.089422114,0.1102344252233515,USA,Comedy,5.5,477.0,198.3301927194861,15.60727002719233
25,0.165885176,0.06395867905242905,USA,Drama,7.3,498.0,60.0,17.24949776244942
26,0.117561761,0.1102344252233515,USA,Adventure,6.3,492.0,198.3301927194861,18.197537192638155
27,0.132535885,0.1102344252233515,USA,Adventure,4.5,19.0,198.3301927194861,17.4264284706085
28,0.057845845,0.10847631072631071,UK,Drama,6.7,496.0,60.0,18.420680743952367
29,0.127855478,0.1102344252233515,UK,Drama,6.7,39.0,198.3301927194861,16.588099280204055
30,0.02675202,0.1102344252233515,USA,Action,5.7,40.0,198.3301927194861,17.37085861945369
31,0.13211941715258146,0.1102344252233515,USA,Drama,7.5,284.74560138448226,198.3301927194861,10.645424897265505
32,0.078963902,0.00846581196581197,USA,Comedy,5.4,495.0,20.0,18.197537192638155
33,0.13211941715258146,0.1102344252233515,USA,Drama,7.1,284.74560138448226,198.3301927194861,17.341871082580436
34,0.051630667000000005,0.07459285080825259,USA,Adventure,5.6,498.0,80.0,18.31532022829454
35,0.11733057300000001,0.030744047619047615,Australia,Biography,7.7,140.0,20.0,15.520258650202699
36,0.078963902,0.07964092923280428,USA,Comedy,7.2,495.0,500.0,14.077874822431765
37,0.135734566,0.1906823668229919,Japan,Adventure,8.4,39.0,160.0,21.598734574300313
38,0.093487696,0.18477583874458872,USA,Comedy,6.7,498.0,40.0,17.909855120186375
39,0.018939394,0.1102344252233515,USA,Action,5.3,20.0,198.3301927194861,17.50439001207821
40,0.057631493,0.1102344252233515,USA,Comedy,6.6,496.0,198.3301927194861,17.729531566055094
41,0.082555593,0.1102344252233515,USA,Comedy,6.6,119.0,198.3301927194861,15.424948470398375
42,0.165885176,0.1102344252233515,USA,Action,6.6,498.0,198.3301927194861,17.64415195445337
43,0.170972349,0.11087742326539202,USA,Drama,7.2,497.0,400.0,17.216707939626428
44,0.13211941715258146,0.1102344252233515,Colombia,Crime,7.5,284.74560138448226,198.3301927194861,14.914122846632385
45,0.0054444440000000005,0.1102344252233515,USA,Comedy,5.9,60.0,198.3301927194861,16.38045991542581
46,0.13211941715258146,0.14917550505050506,UK,Drama,7.5,284.74560138448226,40.0,16.523560759066484
47,0.07465719700000001,0.14674873737373736,USA,Comedy,6.7,20.0,20.0,17.37085861945369
48,0.198385337,0.03577380952380953,USA,Action,6.2,499.0,20.0,17.840862248699423
49,0.07154864400000001,0.1102344252233515,USA,Comedy,7.1,117.0,198.3301927194861,10.4341158035983
50,0.109610998,0.0,USA,Action,6.5,493.0,120.0,18.60300230074632
51,0.035466887999999995,0.12967179834054834,USA,Action,6.2,491.0,40.0,17.37085861945369
52,0.11061689300000001,0.14826355820105822,Australia,Action,7.8,483.0,60.0,17.909855120186375
