gross,budget,senti_actor,senti_director,country,genres,imdb_score,count_actor,count_director,senti_comment,log_budget
760505847,237000000,0.107393597,0.171307883,USA,Action,7.9,20,120,0.182644183,19.2835707
309404152,300000000,0.078728076,0.06275,USA,Action,7.1,462,20,0.151764069,19.51929303
200074175,245000000,0.111400596,0.198971202,UK,Action,6.8,494,420,0.141949653,19.31676877
448130642,250000000,0.08990438,0.112011246,USA,Action,8.5,496,500,0.101435282,19.33697148
73058679,263700000,0.132119417,0.474118056,USA,Action,6.6,284.7456014,40,0.219712403,19.39032265
336530303,258000000,0.121110723,-0.0134088,USA,Action,6.2,79,260,0.133071402,19.36847014
200807262,260000000,0.112356421,0,USA,Adventure,7.8,20,1040,0.288521397,19.37619219
458991599,250000000,0.131302494,0.055425824,USA,Action,7.5,494,440,0.132755405,19.33697148
301956980,250000000,0.10853558,0.118311147,UK,Adventure,7.5,493,80,0.099744057,19.33697148
330249062,250000000,0.120703165,0.093798123,USA,Action,6.9,499,500,0.149890787,19.33697148
200069408,209000000,0.132119417,0.058386227,USA,Action,6.1,284.7456014,180,0.139158952,19.15784481
168368427,200000000,0.132119417,0,UK,Action,6.7,284.7456014,180,0.038892197,19.11382792
423032628,225000000,0.078728076,0.06275,USA,Action,7.3,462,20,0.111179408,19.23161096
89289910,215000000,0.078728076,0.06275,USA,Action,6.5,462,20,0.092918016,19.18614859
291021565,225000000,0.120703165,0.093798123,USA,Action,7.2,499,500,0.160129653,19.23161096
141614023,225000000,0.089869966,0.1075563,USA,Action,6.6,216,40,0.131407813,19.23161096
623279547,220000000,0.131302494,0.055425824,USA,Action,8.1,494,440,0.192325943,19.2091381
241063875,250000000,0.078728076,0.103582636,USA,Action,6.7,462,100,0.127106754,19.33697148
179020854,225000000,0.057631493,0,USA,Action,6.8,496,100,0.123961446,19.23161096
255108370,250000000,0.000757576,0.099578232,New Zealand,Adventure,7.5,220,380,0.078987661,19.33697148
262030663,230000000,0.10635325,0.080667989,USA,Action,7,497,20,0.197959592,19.25358987
105219735,200000000,0.089224432,0.117975524,USA,Action,6.7,20,420,-0.024500885,19.11382792
258355354,225000000,0.000757576,0.099578232,USA,Adventure,7.9,220,380,0.082199467,19.23161096
70083519,180000000,0.123890709,0.077287458,USA,Adventure,6.1,496,20,0.127096665,19.00846741
218051260,207000000,0.077520921,0.099578232,New Zealand,Action,7.2,239,380,0.09658514,19.14822935
658672302,200000000,0.150531524,0.171307883,USA,Drama,7.7,495,120,0.188356505,19.11382792
407197282,250000000,0.146443035,0.051362171,USA,Action,8.2,499,80,0.120453315,19.33697148
65173160,209000000,0.057845845,0.107634239,USA,Action,5.9,496,80,0.078689788,19.15784481
652177271,150000000,0.127594638,0.087210658,USA,Action,7,495,480,0.179729489,18.82614585
304360277,200000000,0.18052362,0.198971202,UK,Action,7.8,180,420,0.075496093,19.11382792
373377893,200000000,0.121110723,-0.0134088,USA,Action,7.3,79,260,0.233792584,19.11382792
408992272,200000000,0.146443035,0.159867731,USA,Action,7.2,499,200,0.154595575,19.11382792
334185206,200000000,0.078728076,0.110491637,USA,Adventure,6.5,462,500,0.119109737,19.11382792
234360014,210000000,0.290844399,0.184775839,Canada,Action,6.8,494,40,0.116668376,19.16261809
268488329,200000000,0.078963902,0,USA,Adventure,7.3,495,40,0.221608298,19.11382792
402076689,200000000,0.132119417,0.131663904,USA,Action,6,284.7456014,500,0.165028714,19.11382792
245428137,210000000,0.132119417,0.131663904,USA,Action,5.7,284.7456014,500,0.086754819,19.16261809
234903076,215000000,0.080213391,-0.0134088,USA,Adventure,6.4,180,260,0.194633821,19.18614859
202853933,200000000,0.10635325,0.080667989,USA,Action,6.7,497,20,0.200928552,19.11382792
172051787,170000000,0.330339145,0,USA,Action,6.8,496,40,0.127847677,18.951309
191450875,200000000,0.221304808,0.051564153,USA,Adventure,6.3,40,40,0.146326038,19.11382792
116593191,200000000,0.136740062,0.134571147,USA,Action,5.6,495,80,0.122712955,19.11382792
414984497,200000000,0.151465052,0.182060975,USA,Adventure,8.3,492,120,0.229356916,19.11382792
125320003,200000000,0.142693455,0.096393499,USA,Action,6.6,437,500,0.112676802,19.11382792
350034110,190000000,0.11573019,0.11762895,USA,Action,7.2,475,100,0.180949031,19.06253463
202351611,190000000,0.187830139,0,USA,Action,7,344,180,0.072771774,19.06253463
233914986,200000000,0.129381611,0.058386227,USA,Action,8,497,180,0.169947001,19.11382792
228756232,190000000,0.100814517,0.068725136,USA,Action,7.8,494,500,0.069119736,19.06253463
65171860,195000000,0.167806255,0.058386227,USA,Adventure,6.3,180,180,0.173471559,19.08851012
144812796,105000000,0.150531524,0.163193158,Australia,Drama,7.3,495,140,0.113590457,18.46947091
90755643,200000000,0.095348141,0.068178941,USA,Action,6.6,484,220,0.124258952,19.11382792
101785482,190000000,0.15157583,0.080578086,USA,Action,7,237,280,0.151033839,19.06253463
352358779,195000000,0.132119417,0.131663904,USA,Action,6.3,284.7456014,500,0.176729761,19.08851012
317011114,185000000,0.097169291,0.073393435,USA,Action,6.2,492,476,0.09400066,19.03586638
237282182,185000000,0.140069172,0.086653349,USA,Adventure,7.2,40,500,0.185036794,19.03586638
130468626,185000000,0.105375586,0.129852092,USA,Action,7.5,40,20,0.144136038,19.03586638
223806889,180000000,0.132119417,0.474118056,USA,Adventure,8.4,284.7456014,40,0.138694687,19.00846741
140080850,140000000,0.235997423,0.184775839,USA,Action,6.2,39,40,0.120204282,18.75715298
166112167,200000000,0.115833333,0.102594937,USA,Action,5.8,20,60,0.009294164,19.11382792
137850096,200000000,0.105331844,0.063958679,USA,Animation,6.8,39,60,0.138694687,19.11382792
47375327,176000000,0.148018536,0.161856061,USA,Action,5.4,499,20,0.132468143,18.98599455
124051759,180000000,0.111400596,0.118311147,USA,Action,6.6,494,80,0.150189316,19.00846741
291709845,180000000,0.087493056,0.1075563,USA,Adventure,6.9,40,40,0.233169311,19.00846741
154985087,178000000,0.129381611,0.058386227,USA,Action,7.3,497,180,0.151839681,18.99729411
533316061,185000000,0.142693455,0.112011246,USA,Action,9,437,500,0.120416461,19.03586638
292979556,175000000,0.132119417,0,USA,Adventure,8.3,284.7456014,2500,0.174395861,18.98029653
198332128,175000000,0.209869957,0,USA,Action,6.5,495,2500,0.140604853,18.98029653
318298180,140000000,0.146443035,0.13593556,USA,Action,7.9,499,500,0.196201048,18.75715298
73820094,170000000,0.132119417,0.110877423,USA,Adventure,7.5,284.7456014,400,0.17767371,18.951309
113745408,170000000,0.057631493,0,USA,Action,4.8,496,100,0.001709156,18.951309
102176165,145000000,0.099383957,0.039640685,USA,Action,5.2,499,60,0.051837823,18.7922443
161087183,175000000,0.057631493,0.112565437,USA,Action,6.9,496,120,0.068314156,18.98029653
100289690,175000000,0.132119417,0,USA,Comedy,5.4,284.7456014,120,0.130444651,18.98029653
100189501,178000000,0.079002788,0,USA,Action,7.9,499,120,0.182007003,18.99729411
88246220,175000000,0.132119417,0,USA,Action,6.1,284.7456014,120,0.09403711,18.98029653
150167630,175000000,0.124437456,0,USA,Action,5.8,218,120,0.092082326,18.98029653
356454367,175000000,0.209869957,0,USA,Adventure,8.3,495,2500,0.098988533,18.98029653
362645141,175000000,0.076256892,0.13593556,UK,Adventure,7.8,495,500,0.265695439,18.98029653
312057433,200000000,0.146443035,0.13593556,USA,Action,7,499,500,0.1785563,19.11382792
155111815,170000000,0.131302494,0,USA,Action,6.1,494,1500,0.135152334,18.951309
241407328,180000000,0.041740712,0,USA,Action,7,151,1500,0.127150803,19.00846741
208543795,170000000,0.178026501,0.16337479,USA,Action,7.6,397,320,0.135378895,18.951309
38297305,175000000,0.104763994,0,USA,Action,6.3,494,320,0.136069581,18.98029653
259746958,170000000,0.076256892,0.051362171,USA,Action,7.8,495,80,0.169074962,18.951309
238371987,165000000,0.088017359,0.118435877,USA,Adventure,6.4,455,40,0.202849427,18.92145603
93417865,190000000,0.247238606,0.089908989,USA,Action,6.5,40,80,0.172373892,19.06253463
222487711,165000000,0.132119417,0.112287392,USA,Action,7.9,284.7456014,500,0.239071593,18.92145603
189412677,165000000,0.022678571,0.083453166,USA,Adventure,7.8,20,180,0.189785576,18.92145603
665426,165000000,0.151465052,0.063958679,USA,Adventure,6.6,492,60,0.164735024,18.92145603
102315545,165000000,0.195680736,0.102594937,USA,Action,5.5,60,60,0.051337597,18.92145603
217387997,165000000,0.135949804,0.151279775,USA,Adventure,8.2,498,60,0.280999758,18.92145603
150350192,200000000,0.21724141,0,USA,Action,6.4,80,60,0.185189481,19.11382792
333130696,170000000,0.036784642,0.10466247,USA,Action,8.1,499,500,0.113914944,18.951309
187991439,165000000,0.170801385,0.112011246,USA,Adventure,8.6,497,500,0.138778738,18.92145603
292568851,160000000,0.150531524,0.112011246,USA,Action,8.8,495,500,0.080552029,18.89068437
303001229,180000000,0.000757576,0.099578232,USA,Adventure,7.9,220,380,0.093417296,19.00846741
144512310,38000000,0.089207443,0.039640685,USA,Action,6.7,493,60,0.265177909,17.45309672
127490802,150000000,0.109610998,0.104332807,USA,Drama,7.8,493,440,0.133450894,18.82614585
146405371,160000000,0.129381611,0.125380955,USA,Action,7.8,497,200,0.161536476,18.89068437
281666058,160000000,0.129381611,0.124583333,USA,Adventure,6.6,497,20,0.162546966,18.89068437
63143812,150000000,0.093487696,0.110234425,USA,Action,6.1,498,198.3301927,0.159469583,18.82614585
60655503,160000000,0.132119417,0.110234425,USA,Action,5.6,284.7456014,198.3301927,0.117228986,18.89068437
76846624,170000000,0.078728076,0.083144198,USA,Adventure,6.4,462,100,0.11944632,18.951309
320706665,160000000,0.046693547,0.04967918,USA,Adventure,6.1,496,200,0.146133169,18.89068437
46978995,160000000,0.181988704,0.141871956,USA,Action,7.3,40,20,0.168093464,18.89068437
89732035,155000000,0.121110723,0.114103724,USA,Action,6.6,79,500,0.105310675,18.85893567
104383624,155000000,0.132119417,0.221096249,USA,Adventure,6.3,284.7456014,100,0.135866269,18.85893567
198539855,140000000,0.132119417,0.131663904,USA,Action,6.1,284.7456014,500,0.06033514,18.75715298
318759914,150000000,0.132119417,0.131663904,USA,Action,7.1,284.7456014,500,0.131106897,18.82614585
34293771,155000000,0.124975108,0.059870912,Germany,Action,5.5,483,240,0.05956509,18.85893567
292000866,150000000,0.12857215,0.118311147,UK,Adventure,7.5,457,80,0.103397154,18.82614585
289994397,150000000,0.12857215,0.068178941,UK,Adventure,7.6,457,220,0.139779244,18.82614585
227946274,150000000,0.057631493,0.107634239,USA,Action,6.4,496,80,0.099685022,18.82614585
256386216,150000000,0.057631493,0.124583333,USA,Drama,7.2,496,20,0.061278813,18.82614585
206456431,150000000,0.078728076,0.110491637,USA,Adventure,6.7,462,500,0.098444769,18.82614585
206435493,150000000,0.138964534,0.089908989,USA,Animation,8,40,80,0.264937604,18.82614585
205343774,150000000,0.142693455,0.112011246,USA,Action,8.3,437,500,0.210836427,18.82614585
179982968,150000000,0.094560823,0.175159441,USA,Action,6.7,498,100,0.193551579,18.82614585
177243721,150000000,0.117193156,0.159016865,USA,Adventure,5.9,494,60,0.128477168,18.82614585
179883016,150000000,0.290844399,0.110234425,USA,Action,6.7,494,198.3301927,0.161442719,18.82614585
139259759,150000000,0.339451885,0.161856061,Australia,Action,6.7,40,20,0.119632765,18.82614585
400736600,150000000,0.147715402,0.060045781,USA,Adventure,7.6,496,180,0.121794576,18.82614585
281492479,150000000,0.047026252,0.161856061,USA,Action,7.2,20,20,0.106140868,18.82614585
206360018,170000000,0.131302494,0.114103724,USA,Action,7.1,494,500,0.078202042,18.951309
153629485,150000000,0.08990438,0.068831234,Australia,Action,8.1,496,360,0.0546769,18.82614585
133375846,150000000,0.151465052,0.149942018,USA,Mystery,6.7,492,500,0.254511893,18.82614585
181015141,150000000,0.131302494,0.183755588,USA,Action,7,494,220,0.195711101,18.82614585
114053579,150000000,0.132119417,0.110234425,USA,Adventure,6.9,284.7456014,198.3301927,0.233599745,18.82614585
119420252,150000000,0.132119417,0.110234425,USA,Action,5.1,284.7456014,198.3301927,0.117087343,18.82614585
83640426,150000000,0.057845845,0.110234425,USA,Action,5.8,496,198.3301927,0.096892534,18.82614585
79711678,100000000,0.078728076,0.110491637,USA,Comedy,6.2,462,500,0.107407493,18.42068074
195000874,150000000,0.079002788,-0.132451239,China,Action,7.4,499,20,0.137784779,18.82614585
61937495,150000000,0.124975108,0.129416109,USA,Drama,5.8,483,160,0.127757903,18.82614585
124051759,180000000,0.111400596,0.118311147,USA,Action,6.6,494,80,0.150189316,19.00846741
126597121,150000000,0.0709369,0.110234425,USA,Adventure,6.2,119,198.3301927,0.164206143,18.82614585
165230261,150000000,0.041740712,0.110234425,USA,Action,7.3,151,198.3301927,0.214034217,18.82614585
131564731,150000000,0.132119417,0.073692088,USA,Action,4.2,284.7456014,500,0.010609117,18.82614585
133382309,150000000,0.170784876,0.068725136,USA,Action,6.9,117,500,0.125023047,18.82614585
73103784,150000000,0.148018536,0.102594937,USA,Action,6.4,499,60,0.064904475,18.82614585
21379315,150000000,0.132119417,0.112808498,USA,Action,5.4,284.7456014,80,0.130835263,18.82614585
64459316,149000000,0.290844399,0.110234425,UK,Adventure,6.7,494,198.3301927,0.179621314,18.81945686
34964818,150000000,0.290844399,0.077582517,USA,Adventure,5.8,494,360,0.169705949,18.82614585
111505642,145000000,0.086353423,0.110234425,USA,Adventure,6.9,20,198.3301927,0.138694687,18.7922443
133228348,175000000,0.109610998,0.110234425,USA,Adventure,7.2,493,198.3301927,0.185992746,18.98029653
216366733,145000000,0.129545731,0.175159441,USA,Adventure,6.9,178,100,0.213501627,18.7922443
160201106,142000000,0.208045985,0.110234425,UK,Action,6.1,60,198.3301927,0.11811134,18.77133762
118099659,144000000,0.12688904,0.220181944,USA,Action,5.5,59,300,0.218044506,18.78532386
201573391,140000000,0.036719474,0.131663904,USA,Action,6.6,495,500,0.102216833,18.75715298
190418803,140000000,0.057631493,0,USA,Action,6.1,496,100,0.089832136,18.75715298
82161969,150000000,0.105331844,0.063958679,USA,Action,6.3,39,60,0.109316876,18.82614585
143523463,145000000,0.121110723,0.110234425,USA,Action,7.2,79,198.3301927,0.193427228,18.7922443
209364921,145000000,0.079002788,0.089908989,USA,Action,7.4,499,80,0.135499987,18.7922443
103400692,145000000,0.290844399,0.080265635,USA,Adventure,7.3,494,120,0.255359017,18.7922443
110332737,100000000,0.132119417,0.110234425,USA,Comedy,6.1,284.7456014,198.3301927,0.142738799,18.42068074
111110575,140000000,0.079002788,0.110234425,USA,Action,7.7,499,198.3301927,0.136338376,18.75715298
65007045,140000000,0.142693455,0.117975524,UK,Action,6.1,437,420,0.074884387,18.75715298
257704099,150000000,0.131302494,0.068725136,USA,Action,8,494,500,0.196536222,18.82614585
403706375,139000000,0.121110723,-0.0134088,USA,Action,7.3,79,260,0.18149259,18.74998449
176997107,145000000,0.135949804,0.151279775,USA,Action,7.9,498,60,0.218283688,18.7922443
31141074,140000000,0.135949804,0.110234425,USA,Action,5.5,498,198.3301927,0.15721751,18.75715298
31704416,135000000,0.132119417,0.039640685,USA,Action,5,284.7456014,60,0.135545219,18.72078534
107503316,130000000,0.132119417,0.093798123,USA,Action,7.7,284.7456014,500,0.021647711,18.68304501
129734803,140000000,0.099383957,0.133938202,USA,Action,6.6,499,140,0.143661827,18.75715298
132122995,137000000,0.132119417,0.068592608,USA,Action,5.7,284.7456014,120,0.141709154,18.73549148
122512052,130000000,0.148018536,0.122409452,USA,Action,5.8,499,60,0.142289924,18.68304501
68642452,130000000,0.170801385,0.110234425,UK,Action,6,497,198.3301927,0.202871737,18.68304501
32131830,137000000,0.078963902,0.110234425,USA,Action,6.4,495,198.3301927,0.094220939,18.73549148
176636816,140000000,0.164225286,0.129416109,USA,Action,6.9,496,160,0.127629331,18.75715298
126930660,135000000,0.132119417,0.221096249,UK,Action,6.4,284.7456014,100,0.201597076,18.72078534
93926386,150000000,-0.042083333,0.039173258,USA,Action,7.4,20,14,0.242083051,18.82614585
292298923,120000000,0.12857215,0.294919508,USA,Adventure,5.5,457,40,0.078824937,18.6030023
63992328,135000000,0.117193156,0.068831234,Australia,Animation,5.9,494,360,0.196364513,18.72078534
134518390,150000000,0.086353423,0.110234425,USA,Action,6.8,20,198.3301927,0.160000156,18.82614585
52792307,140000000,0.152576819,0.073393435,UK,Adventure,6.8,153,476,0.173370607,18.75715298
183635922,135000000,0.150531524,0.110234425,USA,Adventure,8.1,495,198.3301927,0.062966698,18.72078534
83024900,135000000,0.136740062,0.110234425,USA,Adventure,6.5,495,198.3301927,0.198079295,18.72078534
123207194,135000000,0.078728076,0.06275,USA,Adventure,7.2,462,20,0.163291055,18.72078534
83348920,132000000,0.100814517,0.175159441,USA,Adventure,6.7,494,100,0.192883445,18.69831248
227137090,110000000,0.09327378,0.110234425,USA,Action,8.1,487,198.3301927,0.131912029,18.51599092
215395021,130000000,0.041740712,0.110234425,USA,Action,7.6,151,198.3301927,0.208267686,18.68304501
180191634,130000000,0.247238606,0.110234425,USA,Action,7.4,40,198.3301927,0.166081427,18.68304501
424645577,130000000,0.129381611,0.124583333,USA,Adventure,7.6,497,20,0.064103105,18.68304501
292298923,120000000,0.12857215,0.294919508,USA,Adventure,5.5,457,40,0.078824937,18.6030023
177343675,135000000,0.064543094,0.180833348,USA,Adventure,6.7,177,60,0.151355918,18.72078534
234277056,132000000,0.079002788,0.073393435,USA,Adventure,6.5,499,476,0.013599635,18.69831248
138396624,130000000,0.057631493,0.131663904,USA,Action,6.6,496,500,0.064801246,18.68304501
149234747,130000000,0.226335719,0.04967918,USA,Action,6.7,498,200,0.243296218,18.68304501
118311368,110000000,0.041740712,0.110234425,USA,Action,6.4,151,198.3301927,0.118582268,18.51599092
101160529,125000000,0.124975108,-0.062642347,USA,Action,5.8,483,200,0.058123836,18.6438243
77564037,135000000,0.089412628,0.073393435,USA,Action,7.4,80,476,0.156467829,18.72078534
249358727,130000000,0.132119417,0.161418973,UK,Adventure,7.8,284.7456014,100,0.111778423,18.68304501
49551662,130000000,0.339451885,0.163193158,Australia,Adventure,6.6,40,140,0.116512848,18.68304501
60522097,130000000,0.057631493,0.073692088,USA,Action,4.9,496,500,0.001521699,18.68304501
137748063,127500000,0.212684591,0.110234425,USA,Adventure,6.5,158,198.3301927,0.228364396,18.66362692
113733726,127000000,0.117193156,0.159016865,USA,Adventure,6.2,494,60,0.153570865,18.65969764
148337537,130000000,0.121110723,0.162224826,USA,Action,7.3,79,80,0.247772604,18.68304501
317557891,125000000,0.132119417,0.043804008,UK,Adventure,7.5,284.7456014,140,0.173102286,18.6438243
33592415,130000000,0.136740062,0.110234425,USA,Action,5.6,495,198.3301927,0.086113246,18.68304501
305388685,140000000,0.078728076,0.06275,USA,Action,8.1,462,20,0.179898875,18.75715298
337103873,125000000,0.129381611,0.124583333,USA,Adventure,6.7,497,20,-0.002112331,18.6438243
217536138,125000000,0.151465052,0.149942018,USA,Mystery,6.6,492,500,0.102246917,18.6438243
131536019,103000000,0.132119417,0.110234425,USA,Adventure,6.4,284.7456014,198.3301927,0.152293268,18.45023955
214948780,110000000,0.290844399,0.058386227,Canada,Action,7.5,494,180,0.213751023,18.51599092
209805005,125000000,0.089207443,0.129852092,USA,Action,7.3,493,20,0.178096214,18.6438243
186830669,125000000,0.146443035,0.133092829,USA,Action,7.5,499,320,0.149031004,18.6438243
163192114,125000000,0.057845845,0.110234425,USA,Action,5.8,496,198.3301927,0.138694687,18.6438243
119412921,65000000,0.132119417,0.10920534,USA,Action,7.5,284.7456014,240,0.16927596,17.98989783
32694788,85000000,0.132119417,0.137499053,USA,Action,6.6,284.7456014,20,0.194925939,18.25816181
113165635,125000000,0.168312291,0.110234425,USA,Action,6.7,500,198.3301927,0.16888474,18.6438243
107285004,125000000,0.172266462,0.113621152,USA,Action,3.7,57,60,0.264409362,18.6438243
260031035,123000000,0.099622708,0.149942018,USA,Comedy,6,60,500,0.207346451,18.62769491
186739919,125000000,0.095348141,0.102594937,USA,Action,6.4,484,60,0.09117127,18.6438243
215397307,125000000,0.079002788,0.099292535,USA,Action,6.1,499,60,0.120526876,18.6438243
182618434,140000000,0.17916643,0.110234425,USA,Action,6.4,40,198.3301927,0.158450892,18.75715298
131920333,130000000,0.164225286,0.110234425,USA,Action,5.6,496,198.3301927,0.155411278,18.68304501
124976634,120000000,0.128563634,0.068592608,USA,Adventure,8,20,120,0.188559949,18.6030023
115802596,110000000,0.093487696,0.110234425,USA,Action,5.2,498,198.3301927,0.170385404,18.51599092
108521835,120000000,0.09327378,0.110234425,UK,Action,7.1,487,198.3301927,0.083125278,18.6030023
100685880,120000000,0.182189032,0.096393499,USA,Action,4.8,458,500,0.025296109,18.6030023
126464904,130000000,0.171007948,0.117975524,USA,Adventure,7,258,420,0.024384159,18.68304501
64736114,120000000,0.142654274,0.110234425,USA,Adventure,5.4,179,198.3301927,0.185020855,18.6030023
93050117,115000000,0.09327378,0.195106892,USA,Action,6.6,487,200,0.073699615,18.56044269
57637485,105000000,0.072271424,0.110234425,USA,Action,6.7,497,198.3301927,0.12740264,18.46947091
58607007,100000000,0.178026501,0.110234425,USA,Action,6.2,397,198.3301927,0.180802101,18.42068074
43929341,120000000,0.085409632,0.161856061,USA,Action,6.1,20,20,0.112962312,18.6030023
30212620,120000000,0.132119417,0.110234425,USA,Comedy,5.3,284.7456014,198.3301927,0.104306445,18.6030023
76418654,117000000,0.079002788,0.159361973,USA,Action,6.3,499,120,0.186639692,18.57768449
89021735,120000000,0.110616893,0,USA,Action,7,483,40,0.190479289,18.6030023
380262555,113000000,0.140691487,0.069657254,USA,Action,7.6,478,500,0.122229238,18.54289838
310675583,115000000,0.140691487,0.069657254,USA,Action,6.7,478,500,0.137133333,18.56044269
289907418,115000000,0.078963902,0,USA,Adventure,8.1,495,2500,0.270505492,18.56044269
132550960,120000000,0.290844399,0.159361973,USA,Action,6.7,494,120,0.107508919,18.6030023
474544677,115000000,0.140691487,0.069657254,USA,Action,6.5,478,500,0.199999962,18.56044269
187165546,135000000,0.136740062,0.110234425,USA,Adventure,7.3,495,198.3301927,0.238653919,18.72078534
40911830,115000000,0.093487696,0.099292535,USA,Action,6,498,60,0.081334494,18.56044269
47952020,115000000,0.131302494,0.110234425,USA,Action,6.1,494,198.3301927,0.121509709,18.56044269
190871240,125000000,0.194722197,0.110234425,USA,Action,5.9,279,198.3301927,0.138694687,18.6438243
274084951,100000000,0.132119417,0.161418973,UK,Adventure,7.8,284.7456014,100,0.095170899,18.42068074
67155742,116000000,0.132119417,0.110234425,USA,Action,5.8,284.7456014,198.3301927,0.192667828,18.56910075
81638674,135000000,0.164491052,0.150151515,USA,Action,6.3,498,20,0.134892933,18.72078534
56114221,120000000,0.1376794,0.060202494,USA,Action,4.3,140,40,0.077312969,18.6030023
250863268,110000000,0.117193156,0.159016865,USA,Action,6.4,494,60,0.162222749,18.51599092
155181732,110000000,0.198385337,0.110234425,USA,Action,6.1,499,198.3301927,0.157012787,18.51599092
125332007,110000000,0.132119417,0.110234425,UK,Action,6.5,284.7456014,198.3301927,0.184323212,18.51599092
113330342,110000000,0.108603594,0.102594937,USA,Action,7.1,496,60,0.059498877,18.51599092
125531634,110000000,0.109610998,0.191837635,USA,Crime,6.4,493,100,0.134647919,18.51599092
186336103,120000000,0.109610998,0,USA,Action,6.5,493,120,0.138694687,18.6030023
129995817,110000000,0.154868989,0.110234425,USA,Adventure,6.3,496,198.3301927,0.107926939,18.51599092
102608827,110000000,0.150531524,0.110877423,USA,Biography,7.5,495,400,0.180461869,18.51599092
42776259,112000000,0.057018692,0,USA,Adventure,4.9,492,2500,0.091764226,18.53400943
98780042,120000000,0.111400596,0.136631944,USA,Action,5.8,494,40,0.169002395,18.6030023
106369117,110000000,0.16003494,0.110234425,USA,Action,6.2,240,198.3301927,0.114218155,18.51599092
142614158,110000000,0.132119417,0.110234425,USA,Adventure,5.5,284.7456014,198.3301927,0.098939874,18.51599092
50026353,110000000,0.078963902,0.063923776,USA,Animation,5.4,495,20,0.108420157,18.51599092
66002193,110000000,0.077520921,0.110234425,USA,Action,5.8,239,198.3301927,0.085129572,18.51599092
85463309,110000000,0.290844399,0.159016865,USA,Action,7.1,494,60,0.12892511,18.51599092
71017784,105000000,0.228448763,0.110234425,USA,Adventure,5.4,99,198.3301927,0.108279816,18.46947091
48068396,160000000,0.132119417,0.151668651,USA,Action,3.7,284.7456014,20,-0.003371737,18.89068437
61656849,110000000,0.097169291,0.110234425,USA,Action,6.7,492,198.3301927,0.072241348,18.51599092
134520804,110000000,0.036719474,0.110234425,USA,Action,7.2,495,198.3301927,0.076928226,18.51599092
313837577,93000000,0.123890709,0.099578232,New Zealand,Action,8.8,496,380,0.278653725,18.34811005
24004159,110000000,0.087493056,0.110234425,USA,Action,5.8,40,198.3301927,0.209840286,18.51599092
58183966,107000000,0.057631493,0.10162648,USA,Biography,6.8,496,269,0.138694687,18.48833939
100446895,109000000,0.212252211,0.110234425,USA,Adventure,3.8,258,198.3301927,0.040102247,18.50685844
144795350,120000000,0.057631493,0.110234425,USA,Action,7.1,496,198.3301927,0.137140238,18.6030023
47396698,130000000,0.057845845,0.117975524,USA,Action,7.2,496,420,0.09099967,18.68304501
140015224,133000000,0.005444444,0.110234425,Germany,Adventure,5.9,60,198.3301927,0.187753981,18.70585969
104374107,105000000,0.143690573,0.125102467,USA,Animation,7.1,491,160,0.181391451,18.46947091
228430993,108000000,0.09327378,0.117975524,USA,Adventure,8.1,487,420,0.09623278,18.49764179
35799026,126000000,0.076256892,0.131663904,USA,Action,6.9,495,500,0.143776086,18.65179246
6712451,90000000,0.132119417,0.110234425,New Line,Comedy,4.4,284.7456014,198.3301927,0.138694687,18.31532023
101643008,90000000,0.093487696,0.110234425,USA,Action,6.5,498,198.3301927,0.133527956,18.31532023
187670866,103000000,0.146251889,0.117975524,USA,Action,8.5,140,420,0.247222905,18.45023955
132014112,102000000,0.079002788,0.073393435,USA,Action,7.7,499,476,0.113496074,18.44048337
261970615,100000000,0.132119417,0.043804008,UK,Adventure,7.4,284.7456014,140,0.159901506,18.42068074
167007184,150000000,0.16003494,0.134571147,UK,Action,8,240,80,0.062164162,18.82614585
180011740,100000000,0.132119417,0.110491637,USA,Action,5.7,284.7456014,500,0.222488794,18.42068074
204843350,102000000,0.132119417,0.171307883,USA,Action,8.5,284.7456014,120,0.258398345,18.44048337
97030725,100000000,0.078728076,0.10162648,USA,Biography,7,462,269,0.12057067,18.42068074
130127620,100000000,0.165885176,0.117975524,USA,Biography,7.8,498,420,0.14105911,18.42068074
146282411,115000000,0.227835738,0.171307883,USA,Action,7.2,499,120,0.223129232,18.56044269
65452312,100000000,0.165885176,0.127950725,USA,Action,6.4,498,80,0.194774022,18.42068074
148383780,100000000,0.152502606,0.110234425,USA,Comedy,5.5,496,198.3301927,0.085898155,18.42068074
119219978,100000000,0.198385337,0.003226654,USA,Action,6.7,499,80,0.119665431,18.42068074
101228120,100000000,0.178834772,0.358202876,USA,Action,6.1,277,402,0.176818655,18.42068074
162804648,100000000,0.150531524,0.187843862,USA,Drama,8.5,495,500,0.03189695,18.42068074
100117603,100000000,0.182189032,0.110234425,USA,Animation,6.9,458,198.3301927,0.214012762,18.42068074
89296573,100000000,0.088047091,0.110234425,USA,Adventure,7.3,496,198.3301927,0.226367903,18.42068074
85017401,92000000,0.11573019,0.146692989,USA,Action,6.7,475,60,0.10917275,18.33729914
173005002,100000000,0.093487696,0.110234425,USA,Action,6.9,498,198.3301927,0.112887022,18.42068074
75030163,100000000,0.146251889,0.110234425,USA,Action,5.1,140,198.3301927,0.106286743,18.42068074
77222184,100000000,0.202246857,0.090699513,Germany,Adventure,6.8,414,180,0.032164238,18.42068074
