,actor,sentiment,count
96,Will Smith,0.0576314927012472,496
97,Will Smith,0.0576314927012472,496
98,Johnny Depp,0.07872807627771616,462
99,Janeane Garofalo,0.13896453373015877,40
100,Christian Bale,0.14269345514517914,437
101,Bernie Mac,0.09456082325936738,498
102,Robin Williams,0.1171931561372351,494
103,Hugh Jackman,0.2908443989992097,494
104,Essie Davis,0.3394518849206348,40
105,Josh Gad,0.1477154022705938,496
106,Steve Bastoni,0.047026252104377095,20
107,Chris Hemsworth,0.1313024939070889,494
108,Tom Hardy,0.08990437962038896,496
109,Tom Hanks,0.1514650522782509,492
110,Chris Hemsworth,0.1313024939070889,494
111,Liam Neeson,0.057845844721474755,496
112,Johnny Depp,0.07872807627771616,462
113,Tom Cruise,0.07900278779568609,499
114,Anthony Hopkins,0.12497510754045438,483
115,Christoph Waltz,0.11140059579424225,494
116,Matthew Broderick,0.07093689975990397,119
117,Angelina Jolie Pitt,0.04174071207183788,151
118,Philip Seymour Hoffman,0.17078487649916219,117
119,Channing Tatum,0.14801853621680766,499
120,Hugh Jackman,0.2908443989992097,494
121,Hugh Jackman,0.2908443989992097,494
122,Ty Burrell,0.08635342261904763,20
123,Brad Pitt,0.10961099833308816,493
124,Jada Pinkett Smith,0.12954573068161554,178
125,Toby Stephens,0.208045985337001,60
126,Ed Begley Jr.,0.12688903974291948,59
127,Bruce Willis,0.036719473979653874,495
128,Will Smith,0.0576314927012472,496
129,Robin Wright,0.10533184408184408,39
130,J.K. Simmons,0.1211107229619888,79
131,Tom Cruise,0.07900278779568609,499
132,Hugh Jackman,0.2908443989992097,494
133,Tom Cruise,0.07900278779568609,499
134,Christian Bale,0.14269345514517914,437
135,Chris Hemsworth,0.1313024939070889,494
136,J.K. Simmons,0.1211107229619888,79
137,Gerard Butler,0.13594980420720884,498
138,Gerard Butler,0.13594980420720884,498
139,Jet Li,0.09938395734983041,499
140,Channing Tatum,0.14801853621680766,499
141,Matthew McConaughey,0.17080138499222025,497
142,Steve Buscemi,0.07896390158195717,495
143,Chris Evans,0.16422528641400144,496
144,James D'Arcy,-0.04208333333333332,20
145,Robert Pattinson,0.12857214997817534,457
146,Robin Williams,0.1171931561372351,494
147,Ty Burrell,0.08635342261904763,20
148,Mark Rylance,0.15257681860623037,153
149,Leonardo DiCaprio,0.15053152394643182,495
150,Ryan Reynolds,0.1367400621654784,495
151,Johnny Depp,0.07872807627771616,462
152,Benedict Cumberbatch,0.10081451656621555,494
153,Matt Damon,0.09327377987896385,487
154,Angelina Jolie Pitt,0.04174071207183788,151
155,Judy Greer,0.24723860630110628,40
156,Jennifer Lawrence,0.129381611441058,497
157,Robert Pattinson,0.12857214997817534,457
158,Jim Parsons,0.06454309370269823,177
159,Tom Cruise,0.07900278779568609,499
160,Will Smith,0.0576314927012472,496
161,Salma Hayek,0.22633571938226596,498
162,Angelina Jolie Pitt,0.04174071207183788,151
163,Anthony Hopkins,0.12497510754045438,483
164,Toby Jones,0.08941262841603112,80
165,Essie Davis,0.3394518849206348,40
166,Will Smith,0.0576314927012472,496
167,Alfre Woodard,0.21268459059400507,158
168,Rupert Grint,0.12391917541427347,153
169,Robin Williams,0.1171931561372351,494
170,J.K. Simmons,0.1211107229619888,79
171,Ryan Reynolds,0.1367400621654784,495
172,Johnny Depp,0.07872807627771616,462
173,Rupert Grint,0.12391917541427347,153
174,Jennifer Lawrence,0.129381611441058,497
175,Tom Hanks,0.1514650522782509,492
176,Hugh Jackman,0.2908443989992097,494
177,Paul Walker,0.08920744283378193,493
178,Robert Downey Jr.,0.14644303481409487,499
179,Liam Neeson,0.057845844721474755,496
180,Jeremy Renner,0.16831229104286916,500
181,Michael Gough,0.1722664616085669,57
182,Clint Howard,0.09962270773208275,60
183,Jake Gyllenhaal,0.0953481413637076,484
184,Tom Cruise,0.07900278779568609,499
185,Karen Allen,0.1791664299242424,40
186,Chris Evans,0.16422528641400144,496
187,Suraj Sharma,0.12856363378684804,20
188,Nicolas Cage,0.09348769631463157,498
189,Matt Damon,0.09327377987896385,487
190,Demi Moore,0.18218903230038594,458
191,Michael Fassbender,0.1710079478812608,258
192,Nathan Lane,0.14265427368255573,179
193,Matt Damon,0.09327377987896385,487
194,Vin Diesel,0.07227142397261321,497
195,Gary Oldman,0.1780265008163193,397
196,Scott Porter,0.08540963203463203,20
197,Tom Cruise,0.07900278779568609,499
198,Morgan Freeman,0.11061689338669153,483
199,Natalie Portman,0.14069148726991115,478
200,Natalie Portman,0.14069148726991115,478
201,Steve Buscemi,0.07896390158195717,495
202,Hugh Jackman,0.2908443989992097,494
203,Natalie Portman,0.14069148726991115,478
204,Ryan Reynolds,0.1367400621654784,495
205,Alain Delon,0.07282681727994225,80
206,Nicolas Cage,0.09348769631463157,498
207,Chris Hemsworth,0.1313024939070889,494
208,Noel Fisher,0.19472219717011383,279
209,Stephen Amell,0.16449105206978107,498
210,Tim Blake Nelson,0.13767939975864088,140
211,Robin Williams,0.1171931561372351,494
212,Dwayne Johnson,0.19838533653255278,499
213,Heath Ledger,0.10860359352392489,496
214,Brad Pitt,0.10961099833308816,493
215,Brad Pitt,0.10961099833308816,493
216,Kate Winslet,0.1548689893967067,496
217,Leonardo DiCaprio,0.15053152394643182,495
218,James Corden,0.05701869199926501,492
219,Christoph Waltz,0.11140059579424225,494
220,Eva Green,0.16003494017556513,240
221,Steve Buscemi,0.07896390158195717,495
222,Naomi Watts,0.0775209214061692,239
223,Hugh Jackman,0.2908443989992097,494
224,Jacob Tremblay,0.2284487632001837,99
225,Harrison Ford,0.09716929078672332,492
226,Bruce Willis,0.036719473979653874,495
227,Christopher Lee,0.1238907090053764,496
228,Jim Broadbent,0.08749305555555556,40
229,Will Smith,0.0576314927012472,496
230,Sean Hayes,0.21225221078358195,258
231,Will Smith,0.0576314927012472,496
232,Liam Neeson,0.057845844721474755,496
233,Chazz Palminteri,0.0054444444444444445,60
234,Oprah Winfrey,0.1436905732355069,491
235,Matt Damon,0.09327377987896385,487
236,Scarlett Johansson,0.07625689216320523,495
237,Nicolas Cage,0.09348769631463157,498
238,Djimon Hounsou,0.14625188910791598,140
239,Tom Cruise,0.07900278779568609,499
240,Eva Green,0.16003494017556513,240
241,Johnny Depp,0.07872807627771616,462
242,Denzel Washington,0.16588517610605968,498
243,Jamie Lee Curtis,0.22783573810228674,499
244,Denzel Washington,0.16588517610605968,498
245,Robert De Niro,0.15250260584143246,496
246,Dwayne Johnson,0.19838533653255278,499
247,Vanessa Williams,0.178834772129278,277
248,Leonardo DiCaprio,0.15053152394643182,495
249,Demi Moore,0.18218903230038594,458
250,Eartha Kitt,0.08804709073620971,496
251,Jason Statham,0.11573018974203189,475
252,Nicolas Cage,0.09348769631463157,498
253,Djimon Hounsou,0.14625188910791598,140
254,Catherine O'Hara,0.20224685661393088,414
255,Hugh Jackman,0.2908443989992097,494
256,Josh Hutcherson,0.062408232853148116,177
257,Johnny Depp,0.07872807627771616,462
258,CCH Pounder,0.10739359676162133,20
259,Leonardo DiCaprio,0.15053152394643182,495
260,Leonardo DiCaprio,0.15053152394643182,495
261,Michael Gough,0.1722664616085669,57
262,Tom Hanks,0.1514650522782509,492
263,Abbie Cornish,0.011249999999999996,20
264,Frances Conroy,0.08304434974747474,20
265,Dwayne Johnson,0.19838533653255278,499
266,Joseph Gordon-Levitt,0.12443745574725261,218
267,Will Ferrell,0.08942211397129829,477
268,Jason Statham,0.11573018974203189,475
269,Ray Winstone,0.08719522375772376,78
270,Jamie Kennedy,0.13731141710008612,139
271,Chris Hemsworth,0.1313024939070889,494
272,Rosario Dawson,0.12782620256870036,386
273,Matt Damon,0.09327377987896385,487
274,Dwayne Johnson,0.19838533653255278,499
275,Leonardo DiCaprio,0.15053152394643182,495
276,Christian Bale,0.14269345514517914,437
277,Jeff Bridges,0.3303391445818768,496
278,Jon Lovitz,0.0788875988638647,79
279,Ioan Gruffudd,0.1576106821419321,39
280,Will Ferrell,0.08942211397129829,477
281,Milla Jovovich,0.040881448539011565,238
282,Chris Noth,0.047826507260100994,20
283,Frank Welker,0.20422321428571427,20
284,Peter Dinklage,0.08986996577881991,216
285,Hayley Atwell,0.1461769767479995,220
286,Michael Imperioli,0.05606288600288598,100
287,Alexander Gould,0.08156733630952383,40
288,Orlando Bloom,0.07510295740709473,497
289,Christopher Lee,0.1238907090053764,496
290,Jeff Bridges,0.3303391445818768,496
291,Angelina Jolie Pitt,0.04174071207183788,151
292,Johnny Depp,0.07872807627771616,462
293,Martin Short,0.10962387144098336,191
294,Bruce Willis,0.036719473979653874,495
295,Dennis Quaid,0.17582654095175484,438
296,Holly Hunter,0.1433646949341782,179
297,Logan Lerman,0.09505219037416004,198
298,Will Smith,0.0576314927012472,496
299,Tom Hanks,0.1514650522782509,492
300,Denzel Washington,0.16588517610605968,498
301,Harrison Ford,0.09716929078672332,492
302,Will Forte,0.04671875000000002,40
303,Denis Leary,0.1226059447131045,395
304,Adam Scott,0.001,500
305,Bill Murray,0.11756176113536748,492
306,Leonardo DiCaprio,0.15053152394643182,495
307,Ming-Na Wen,0.061087301587301586,60
308,Robert Downey Jr.,0.14644303481409487,499
309,Robin Wright,0.10533184408184408,39
310,Bruce Willis,0.036719473979653874,495
311,Robert Downey Jr.,0.14644303481409487,499
312,Morgan Freeman,0.11061689338669153,483
313,Leonard Nimoy,0.18349940958589203,258
314,Bella Thorne,0.15489881943353467,496
315,Tom Cruise,0.07900278779568609,499
316,Adam Sandler,0.07325861530560786,494
317,Peter Dinklage,0.08986996577881991,216
318,Haley Joel Osment,0.06613492063492069,60
319,Matthew McConaughey,0.17080138499222025,497
320,Greg Grunberg,0.12182433670503748,199
321,Logan Lerman,0.09505219037416004,198
322,Gerard Butler,0.13594980420720884,498
323,Alun Armstrong,0.0921313131313131,20
324,Brad Pitt,0.10961099833308816,493
325,Don Cheadle,0.05163066730699763,498
326,Anne Hathaway,0.09718446908998704,497
327,Robin Williams,0.1171931561372351,494
328,Don Cheadle,0.05163066730699763,498
329,Harrison Ford,0.09716929078672332,492
330,Liam Neeson,0.057845844721474755,496
331,Tim Blake Nelson,0.13767939975864088,140
332,William Smith,0.14312108150470218,58
333,Jeff Bridges,0.3303391445818768,496
334,Philip Seymour Hoffman,0.17078487649916219,117
335,Paul Walker,0.08920744283378193,493
336,Tom Hanks,0.1514650522782509,492
337,Robin Williams,0.1171931561372351,494
338,Matt Damon,0.09327377987896385,487
339,Harrison Ford,0.09716929078672332,492
340,Brad Pitt,0.10961099833308816,493
341,Milla Jovovich,0.040881448539011565,238
342,Steve Buscemi,0.07896390158195717,495
343,Jeff Bennett,0.0975840007215007,100
344,Denzel Washington,0.16588517610605968,498
345,Ioan Gruffudd,0.1576106821419321,39
346,Matthew Broderick,0.07093689975990397,119
347,Kate Winslet,0.1548689893967067,496
348,Will Smith,0.0576314927012472,496
349,Meryl Streep,0.11647301564692406,494
350,Al Pacino,0.1403847002950841,476
351,Jon Favreau,0.13258269907782178,494
352,Kate Winslet,0.1548689893967067,496
353,Bob Hoskins,0.12194846462460097,99
354,Dwayne Johnson,0.19838533653255278,499
355,Jim Broadbent,0.08749305555555556,40
356,Anthony Hopkins,0.12497510754045438,483
357,Roy Scheider,-0.007127192982456137,19
358,Julia Roberts,0.1303544018646864,493
359,Anna Kendrick,0.18955493590983752,496
360,Larry Miller,0.22991089928589928,39
361,Sarah Michelle Gellar,0.06784206074722378,115
362,Wood Harris,0.034811698802258685,120
363,Adam Sandler,0.07325861530560786,494
364,Ted Danson,0.15831267878759012,293
365,Jack McBrayer,0.02267857142857143,20
366,Kristen Stewart,0.14629147567606665,492
367,Seth MacFarlane,0.14982268692025708,499
368,Robert Downey Jr.,0.14644303481409487,499
369,Robert Duvall,0.1383028926850541,78
370,Morgan Freeman,0.11061689338669153,483
371,Jason Statham,0.11573018974203189,475
372,Tom Cruise,0.07900278779568609,499
373,Jennifer Lawrence,0.129381611441058,497
374,Bradley Cooper,0.0367846418151208,499
375,Michael Gough,0.1722664616085669,57
376,Bruce Willis,0.036719473979653874,495
377,Tia Carrere,0.3063016183035715,20
378,Steve Buscemi,0.07896390158195717,495
379,Morgan Freeman,0.11061689338669153,483
380,Bruce Willis,0.036719473979653874,495
381,Adam Sandler,0.07325861530560786,494
382,Amy Poehler,0.20986995650953982,495
383,Steve Buscemi,0.07896390158195717,495
384,Bill Murray,0.11756176113536748,492
385,Keanu Reeves,0.10476399390001678,494
386,Leonardo DiCaprio,0.15053152394643182,495
387,Jon Favreau,0.13258269907782178,494
388,Jim Broadbent,0.08749305555555556,40
389,Nicolas Cage,0.09348769631463157,498
390,Adam Sandler,0.07325861530560786,494
391,Tom Hanks,0.1514650522782509,492
392,Adam Sandler,0.07325861530560786,494
393,Steve Buscemi,0.07896390158195717,495
394,Rosario Dawson,0.12782620256870036,386
395,Philip Seymour Hoffman,0.17078487649916219,117
396,Denzel Washington,0.16588517610605968,498
397,Robin Williams,0.1171931561372351,494
398,Liam Neeson,0.057845844721474755,496
399,Bill Murray,0.11756176113536748,492
400,Roger Rees,0.058008319805194795,60
401,Keanu Reeves,0.10476399390001678,494
402,Julia Roberts,0.1303544018646864,493
403,Brad Pitt,0.10961099833308816,493
404,Harrison Ford,0.09716929078672332,492
405,Justin Timberlake,0.04669354689078884,496
406,Matt Damon,0.09327377987896385,487
407,Rosario Dawson,0.12782620256870036,386
408,Gary Oldman,0.1780265008163193,397
409,Denzel Washington,0.16588517610605968,498
410,Vanessa Redgrave,0.12785547785547785,39
411,Steve Buscemi,0.07896390158195717,495
412,Quincy Jones,0.09306686930223067,499
413,Mark Addy,0.08922443181818182,20
414,Charlize Theron,0.08670740993539289,484
415,Hugh Jackman,0.2908443989992097,494
416,Michael Emerson,0.12368886972402597,80
417,Robin Williams,0.1171931561372351,494
418,Adam Sandler,0.07325861530560786,494
419,Matt Damon,0.09327377987896385,487
420,Natalie Portman,0.14069148726991115,478
421,Anthony Hopkins,0.12497510754045438,483
422,Bruce Willis,0.036719473979653874,495
423,Bruce Greenwood,0.2103106384356384,39
424,Sylvester Stallone,0.163936616432329,497
425,Brendan Fraser,0.26061065665778355,496
426,Fergie,0.0867121762769623,497
427,Paul Walker,0.08920744283378193,493
428,Olivia Williams,0.14302579365079365,40
429,Adam Goldberg,0.009202380952380955,20
430,Vin Diesel,0.07227142397261321,497
431,Mia Farrow,0.02795698135046092,481
432,David Oyelowo,0.17062590187590185,20
433,Sasha Roiz,0.3954145510161136,120
434,Adam Goldberg,0.009202380952380955,20
435,Matthew Broderick,0.07093689975990397,119
436,Josh Hutcherson,0.062408232853148116,177
437,Will Forte,0.04671875000000002,40
438,Philip Seymour Hoffman,0.17078487649916219,117
439,J.K. Simmons,0.1211107229619888,79
440,Al Pacino,0.1403847002950841,476
441,Paul Walker,0.08920744283378193,493
442,Jeff Bridges,0.3303391445818768,496
443,Roger Rees,0.058008319805194795,60
444,Robert De Niro,0.15250260584143246,496
445,Steve Coogan,0.11635764640452141,120
446,Steve Carell,0.14436739309516367,485
447,Will Smith,0.0576314927012472,496
448,Jada Pinkett Smith,0.12954573068161554,178
449,Charlie Hunnam,0.15157582962435284,237
450,Hugh Jackman,0.2908443989992097,494
451,Angelina Jolie Pitt,0.04174071207183788,151
452,Nicolas Cage,0.09348769631463157,498
453,Denis Leary,0.1226059447131045,395
454,Adam Sandler,0.07325861530560786,494
455,Jerry Stiller,0.12802083333333333,20
456,James D'Arcy,-0.04208333333333332,20
457,Matthew Broderick,0.07093689975990397,119
458,Morgan Freeman,0.11061689338669153,483
459,Steve Buscemi,0.07896390158195717,495
460,Tom Hanks,0.1514650522782509,492
461,Don Cheadle,0.05163066730699763,498
462,Philip Seymour Hoffman,0.17078487649916219,117
463,Robert De Niro,0.15250260584143246,496
464,Loretta Devine,0.14103976798055742,38
465,Dwayne Johnson,0.19838533653255278,499
466,Bruce Willis,0.036719473979653874,495
467,Tom Selleck,0.07126404828947978,478
468,Henry Cavill,0.12070316462303562,499
469,Adam Sandler,0.07325861530560786,494
470,Steve Buscemi,0.07896390158195717,495
471,Bruce Willis,0.036719473979653874,495
472,Julia Ormond,0.19703647186147188,40
473,Bai Ling,0.06656865347867812,492
474,Henry Cavill,0.12070316462303562,499
475,Matt Damon,0.09327377987896385,487
476,Harrison Ford,0.09716929078672332,492
477,Christopher Meloni,0.23735795454545455,20
478,Brendan Fraser,0.26061065665778355,496
479,Dennis Quaid,0.17582654095175484,438
480,Robin Wright,0.10533184408184408,39
481,Steve Carell,0.14436739309516367,485
482,Jon Hamm,0.0880173587820909,455
483,Nicolas Cage,0.09348769631463157,498
484,Peter Dinklage,0.08986996577881991,216
485,Matthew McConaughey,0.17080138499222025,497
486,Adam Sandler,0.07325861530560786,494
487,Will Ferrell,0.08942211397129829,477
488,Jake Gyllenhaal,0.0953481413637076,484
489,Albert Brooks,0.035383468682640376,38
490,Martin Landau,0.14929335016835016,20
491,Sylvester Stallone,0.163936616432329,497
492,Bryce Dallas Howard,0.12759463821111566,495
493,Oliver Platt,0.11583333333333334,20
494,Rupert Everett,0.3259525613275613,20
495,Julia Roberts,0.1303544018646864,493
496,Vin Diesel,0.07227142397261321,497
497,Tim Conway,0.08473859191403835,175
498,Lili Taylor,0.06687500000000002,20
499,Michael Fassbender,0.1710079478812608,258
500,Robin Williams,0.1171931561372351,494
501,Dwayne Johnson,0.19838533653255278,499
502,Bruce Willis,0.036719473979653874,495
503,Jeremy Renner,0.16831229104286916,500
504,Tom Cruise,0.07900278779568609,499
505,Bryce Dallas Howard,0.12759463821111566,495
506,Sanaa Lathan,0.16568502735690235,120
507,Amy Poehler,0.20986995650953982,495
508,Jon Hamm,0.0880173587820909,455
509,Gerard Butler,0.13594980420720884,498
510,LeVar Burton,0.16968059706002878,274
511,Noel Fisher,0.19472219717011383,279
512,Steve Buscemi,0.07896390158195717,495
513,David Hyde Pierce,0.23061522854755942,19
514,Bill Murray,0.11756176113536748,492
515,Michael Biehn,0.11481493506493508,40
516,Frank Langella,0.19790584415584417,20
517,Dominic Cooper,0.18198870400432904,40
518,Denzel Washington,0.16588517610605968,498
519,Henry Cavill,0.12070316462303562,499
520,Brad Pitt,0.10961099833308816,493
521,Channing Tatum,0.14801853621680766,499
522,Anthony Hopkins,0.12497510754045438,483
523,Dwayne Johnson,0.19838533653255278,499
524,Gary Cole,0.11223408539126618,60
525,Theo James,0.258516311153215,500
526,Bruce Willis,0.036719473979653874,495
527,Jason Statham,0.11573018974203189,475
528,LL Cool J,0.10991580623469238,482
529,Morgan Freeman,0.11061689338669153,483
530,Ron Howard,0.14904461913505018,497
531,Lea Michele,0.21910391567967474,492
532,Chris Hemsworth,0.1313024939070889,494
533,Angelina Jolie Pitt,0.04174071207183788,151
534,Charlotte Rampling,0.0949047619047619,20
535,Sylvester Stallone,0.163936616432329,497
536,Morgan Freeman,0.11061689338669153,483
537,Robert Pattinson,0.12857214997817534,457
538,Robert De Niro,0.15250260584143246,496
539,Steve Carell,0.14436739309516367,485
540,Liam Neeson,0.057845844721474755,496
541,Janeane Garofalo,0.13896453373015877,40
542,Jenna Fischer,0.18041416552808098,498
543,Al Pacino,0.1403847002950841,476
544,Leonardo DiCaprio,0.15053152394643182,495
545,Steve Carell,0.14436739309516367,485
546,Rufus Sewell,0.14510944276855062,478
547,Will Patton,0.19971138272158684,49
548,Martin Landau,0.14929335016835016,20
549,Colin Firth,0.15213710192838095,499
550,Tom Hanks,0.1514650522782509,492
551,Rami Malek,0.11932294656659895,416
552,Judy Greer,0.24723860630110628,40
553,Goran Visnjic,0.2179436177248677,60
554,Morgan Freeman,0.11061689338669153,483
555,Joseph Gordon-Levitt,0.12443745574725261,218
556,Keanu Reeves,0.10476399390001678,494
557,Tom Hanks,0.1514650522782509,492
558,Judge Reinhold,0.13275686898135877,98
559,Hugh Jackman,0.2908443989992097,494
560,Tom Hanks,0.1514650522782509,492
561,Will Ferrell,0.08942211397129829,477
562,Anthony Hopkins,0.12497510754045438,483
563,Robert Downey Jr.,0.14644303481409487,499
564,Finn Wittrock,0.23651034773757992,80
565,Clint Eastwood,0.06589611848420364,487
566,Sylvester Stallone,0.163936616432329,497
567,Bruce Willis,0.036719473979653874,495
568,Nicolas Cage,0.09348769631463157,498
569,Julia Roberts,0.1303544018646864,493
570,Tom Cruise,0.07900278779568609,499
571,Will Smith,0.0576314927012472,496
572,Tom Hardy,0.08990437962038896,496
573,Ryan Reynolds,0.1367400621654784,495
574,Lea Thompson,0.13875742313242315,39
575,Maura Tierney,0.09605597643097644,20
576,Milla Jovovich,0.040881448539011565,238
577,Jason Statham,0.11573018974203189,475
578,Pamela Reed,0.004004554473304478,100
579,Kristen Stewart,0.14629147567606665,492
580,Brad Pitt,0.10961099833308816,493
581,Matthew McConaughey,0.17080138499222025,497
582,Bruce Willis,0.036719473979653874,495
583,Michael Rapaport,0.05369864140942575,459
584,Joseph Gordon-Levitt,0.12443745574725261,218
585,Harrison Ford,0.09716929078672332,492
586,Michael Kelly,0.14144065978664191,140
587,Verne Troyer,0.10200694444444447,20
588,Nicolas Cage,0.09348769631463157,498
589,Wayne Knight,0.07191938178780284,19
590,Dennis Quaid,0.17582654095175484,438
591,Harrison Ford,0.09716929078672332,492
592,Si Won Choi,0.2695155431699156,491
593,Chazz Palminteri,0.0054444444444444445,60
594,Matthew McConaughey,0.17080138499222025,497
595,Justin Timberlake,0.04669354689078884,496
596,Jon Lovitz,0.0788875988638647,79
597,Will Ferrell,0.08942211397129829,477
598,Gary Cole,0.11223408539126618,60
599,Gerard Butler,0.13594980420720884,498
600,Robert De Niro,0.15250260584143246,496
601,Tom Hanks,0.1514650522782509,492
602,Jill Hennessy,0.24119962038522638,99
603,Catherine O'Hara,0.20224685661393088,414
604,Matt Damon,0.09327377987896385,487
605,Martin Short,0.10962387144098336,191
606,Anjelica Huston,0.157130562077596,59
607,Denzel Washington,0.16588517610605968,498
608,Jason Statham,0.11573018974203189,475
609,Sylvester Stallone,0.163936616432329,497
610,Jon Favreau,0.13258269907782178,494
611,Tom Cruise,0.07900278779568609,499
612,Taylor Lautner,0.07351404612105002,257
613,Ki Hong Lee,0.010491522366522383,20
614,Nicolas Cage,0.09348769631463157,498
615,Bruce Willis,0.036719473979653874,495
616,Al Pacino,0.1403847002950841,476
617,Scarlett Johansson,0.07625689216320523,495
618,Tom Cruise,0.07900278779568609,499
619,Dwayne Johnson,0.19838533653255278,499
620,Billy Burke,0.22508333333333336,20
621,Tom Cruise,0.07900278779568609,499
622,LL Cool J,0.10991580623469238,482
623,Matt Damon,0.09327377987896385,487
624,Jennifer Saunders,0.17871263656977943,77
625,Zooey Deschanel,0.1590231217793607,494
626,Denzel Washington,0.16588517610605968,498
627,Robert Downey Jr.,0.14644303481409487,499
628,Snoop Dogg,0.13896458449125726,158
629,Jim Belushi,0.1450808520329881,79
630,Robert Duvall,0.1383028926850541,78
631,Anna Kendrick,0.18955493590983752,496
632,J.K. Simmons,0.1211107229619888,79
633,Joe Mantegna,0.22130480828695115,40
634,Emma Watson,0.10018785167525969,498
635,Romany Malco,0.2974269480519481,20
636,Peter Greene,0.06297077116831581,80
637,Jennifer Lawrence,0.129381611441058,497
638,Gerard Butler,0.13594980420720884,498
639,Tate Donovan,0.17044642857142858,20
640,Goran Visnjic,0.2179436177248677,60
641,Morgan Freeman,0.11061689338669153,483
642,Christian Bale,0.14269345514517914,437
643,Ryan Gosling,0.1004387974068557,497
644,Olivia Wilde,0.1191758646213501,497
645,Matt Damon,0.09327377987896385,487
646,Robin Wright,0.10533184408184408,39
647,Julia Roberts,0.1303544018646864,493
648,Blair Brown,0.06092808544525442,493
649,Dwayne Johnson,0.19838533653255278,499
650,Tom Hardy,0.08990437962038896,496
651,Cedric the Entertainer,0.04926794838322075,257
652,Clint Eastwood,0.06589611848420364,487
653,Robert De Niro,0.15250260584143246,496
654,Robert De Niro,0.15250260584143246,496
655,Bruce Willis,0.036719473979653874,495
656,Robert Downey Jr.,0.14644303481409487,499
657,Matt Damon,0.09327377987896385,487
658,Philip Seymour Hoffman,0.17078487649916219,117
659,Bill Murray,0.11756176113536748,492
660,Josh Wingate,0.029222222222222215,20
661,Brad Pitt,0.10961099833308816,493
662,Sean Pertwee,0.2834243209014284,258
663,Chris Hemsworth,0.1313024939070889,494
664,Scarlett Johansson,0.07625689216320523,495
665,Robert Forster,0.12088865348399246,59
666,Matt Bomer,0.22730622240342865,217
667,Aidan Turner,0.0007575757575757574,220
668,Dougray Scott,0.07590521284271284,40
669,Matthew McConaughey,0.17080138499222025,497
670,Brendan Fraser,0.26061065665778355,496
671,Scarlett Johansson,0.07625689216320523,495
672,Johnny Depp,0.07872807627771616,462
673,Jason Statham,0.11573018974203189,475
674,Angelina Jolie Pitt,0.04174071207183788,151
675,Ryan Reynolds,0.1367400621654784,495
676,Kelly Preston,0.017083333333333332,20
677,Bradley Cooper,0.0367846418151208,499
678,Sylvester Stallone,0.163936616432329,497
679,Taylor Lautner,0.07351404612105002,257
680,Michael Kelly,0.14144065978664191,140
681,Josh Gad,0.1477154022705938,496
682,Milla Jovovich,0.040881448539011565,238
683,David Oyelowo,0.17062590187590185,20
684,Keanu Reeves,0.10476399390001678,494
685,Adam Sandler,0.07325861530560786,494
686,Dennis Quaid,0.17582654095175484,438
687,Salma Hayek,0.22633571938226596,498
688,Nicolas Cage,0.09348769631463157,498
689,Christian Bale,0.14269345514517914,437
690,Vin Diesel,0.07227142397261321,497
691,Dwayne Johnson,0.19838533653255278,499
692,Tom Hanks,0.1514650522782509,492
693,Jesse McCartney,0.17066487095976532,497
694,Robert De Niro,0.15250260584143246,496
695,Christian Bale,0.14269345514517914,437
696,Marlon Brando,0.13514973636239158,473
697,Jada Pinkett Smith,0.12954573068161554,178
698,Will Smith,0.0576314927012472,496
699,Brendan Fraser,0.26061065665778355,496
700,Alyson Hannigan,0.10119841269841272,40
701,Tom Hanks,0.1514650522782509,492
702,Mila Kunis,0.19297671313081768,437
703,Eric Idle,0.17962179208038756,437
704,Denzel Washington,0.16588517610605968,498
705,Bob Hoskins,0.12194846462460097,99
706,Denzel Washington,0.16588517610605968,498
707,Will Smith,0.0576314927012472,496
708,Demi Moore,0.18218903230038594,458
709,Nicolas Cage,0.09348769631463157,498
710,David Carradine,0.09689948764315853,79
711,Robert Downey Jr.,0.14644303481409487,499
712,Vivica A. Fox,0.19568073593073593,60
713,Sylvester Stallone,0.163936616432329,497
714,Bruce Willis,0.036719473979653874,495
715,Xander Berkeley,0.1610235194660251,500
716,Oliver Platt,0.11583333333333334,20
717,Jet Li,0.09938395734983041,499
718,Amy Poehler,0.20986995650953982,495
719,Andrea Corr,0.315482683982684,20
720,Robert De Niro,0.15250260584143246,496
721,Tom Wilkinson,0.14679797979797982,20
722,Julie Walters,0.1873837146816916,79
723,Will Forte,0.04671875000000002,40
724,Anthony Hopkins,0.12497510754045438,483
725,Matt Damon,0.09327377987896385,487
726,Will Ferrell,0.08942211397129829,477
727,Salma Hayek,0.22633571938226596,498
728,Angelina Jolie Pitt,0.04174071207183788,151
729,Keanu Reeves,0.10476399390001678,494
730,Robert De Niro,0.15250260584143246,496
731,Gerard Butler,0.13594980420720884,498
732,Eddie Redmayne,0.13611059888664478,488
733,Charlize Theron,0.08670740993539289,484
734,Billy Campbell,0.20164930555555555,40
735,Stephen Root,0.09283462248535782,136
736,Ty Burrell,0.08635342261904763,20
737,James Mason,0.31215579221686923,458
738,Sylvester Stallone,0.163936616432329,497
739,Norman Reedus,0.2325546803992019,430
740,Will Smith,0.0576314927012472,496
741,Sylvester Stallone,0.163936616432329,497
742,Al Pacino,0.1403847002950841,476
743,Orlando Bloom,0.07510295740709473,497
744,Todd Stashwick,0.029080905784030792,80
745,Margot Kidder,0.09540987144348606,219
