,actor,sentiment,count
746,Kate Winslet,0.1548689893967067,496
747,Christian Bale,0.14269345514517914,437
748,Kirsten Dunst,0.14277004428705378,237
749,Jim Broadbent,0.08749305555555556,40
750,Steve Buscemi,0.07896390158195717,495
751,Johnny Depp,0.07872807627771616,462
752,Paul Walker,0.08920744283378193,493
753,Gerard Butler,0.13594980420720884,498
754,Quentin Tarantino,0.19159282809257452,493
755,Oprah Winfrey,0.1436905732355069,491
756,Robert Downey Jr.,0.14644303481409487,499
757,Leonardo DiCaprio,0.15053152394643182,495
758,Jon Favreau,0.13258269907782178,494
759,Colin Firth,0.15213710192838095,499
760,Bradley Cooper,0.0367846418151208,499
761,Nick Stahl,0.21724140963203467,80
762,Ryan Reynolds,0.1367400621654784,495
763,Robert De Niro,0.15250260584143246,496
764,Jaime King,0.24202674062049065,40
765,Robert Forster,0.12088865348399246,59
766,Rob Paulsen,0.20377226209463056,38
767,Matthew Broderick,0.07093689975990397,119
768,Robert Pattinson,0.12857214997817534,457
769,Matt Damon,0.09327377987896385,487
770,Alan Rickman,0.10853558044202062,493
771,Tom Cruise,0.07900278779568609,499
772,Mila Kunis,0.19297671313081768,437
773,Robin Williams,0.1171931561372351,494
774,Harrison Ford,0.09716929078672332,492
775,Steve Buscemi,0.07896390158195717,495
776,Julia Roberts,0.1303544018646864,493
777,Matthew McConaughey,0.17080138499222025,497
778,Channing Tatum,0.14801853621680766,499
779,Brad Pitt,0.10961099833308816,493
780,Bradley Cooper,0.0367846418151208,499
781,Dwayne Johnson,0.19838533653255278,499
782,Julia Roberts,0.1303544018646864,493
783,Will Ferrell,0.08942211397129829,477
784,Johnny Depp,0.07872807627771616,462
785,Denzel Washington,0.16588517610605968,498
786,Bill Duke,0.22766100858206126,19
787,Dylan Walsh,0.10094106343873825,180
788,Scarlett Johansson,0.07625689216320523,495
789,Nicolas Cage,0.09348769631463157,498
790,Bradley Cooper,0.0367846418151208,499
791,Naomi Watts,0.0775209214061692,239
792,Ryan Gosling,0.1004387974068557,497
793,Bill Murray,0.11756176113536748,492
794,Jamie Lee Curtis,0.22783573810228674,499
795,Philip Seymour Hoffman,0.17078487649916219,117
796,Liam Neeson,0.057845844721474755,496
797,Dwayne Johnson,0.19838533653255278,499
798,Natalie Portman,0.14069148726991115,478
799,Will Ferrell,0.08942211397129829,477
800,Oliver Platt,0.11583333333333334,20
801,Jeremy Renner,0.16831229104286916,500
802,Alex Pettyfer,0.11762500000000001,20
803,Matt Damon,0.09327377987896385,487
804,Toby Stephens,0.208045985337001,60
805,Channing Tatum,0.14801853621680766,499
806,Clint Eastwood,0.06589611848420364,487
807,Viggo Mortensen,0.16836111702354492,138
808,Keanu Reeves,0.10476399390001678,494
809,Alyson Hannigan,0.10119841269841272,40
810,Matt Walsh,0.007046046408864206,236
811,Christopher Lee,0.1238907090053764,496
812,Robert Downey Jr.,0.14644303481409487,499
813,Milla Jovovich,0.040881448539011565,238
814,Colin Firth,0.15213710192838095,499
815,Denzel Washington,0.16588517610605968,498
816,Mike Starr,0.06238592271925606,60
817,Taylor Lautner,0.07351404612105002,257
818,Leonardo DiCaprio,0.15053152394643182,495
819,Amber Valletta,0.02795454545454546,20
820,J.K. Simmons,0.1211107229619888,79
821,Demi Moore,0.18218903230038594,458
822,Emma Stone,0.10635324958055607,497
823,Matt Damon,0.09327377987896385,487
824,Ryan Gosling,0.1004387974068557,497
825,Muse Watson,0.14974107142857143,60
826,Bruce Willis,0.036719473979653874,495
827,Clint Eastwood,0.06589611848420364,487
828,Naomi Watts,0.0775209214061692,239
829,Steve Buscemi,0.07896390158195717,495
830,Vin Diesel,0.07227142397261321,497
831,Bill Murray,0.11756176113536748,492
832,Matthew McConaughey,0.17080138499222025,497
833,Christina Milian,0.14830346046814208,140
834,Liam Neeson,0.057845844721474755,496
835,Viggo Mortensen,0.16836111702354492,138
836,Paul Walker,0.08920744283378193,493
837,Natalie Portman,0.14069148726991115,478
838,Naomi Watts,0.0775209214061692,239
839,Mia Kirshner,0.14131051587301585,20
840,Joe Mantegna,0.22130480828695115,40
841,Gary Oldman,0.1780265008163193,397
842,Naomi Watts,0.0775209214061692,239
843,Ian Ziering,0.16188419913419916,20
844,Michael Biehn,0.11481493506493508,40
845,Gerard Butler,0.13594980420720884,498
846,Alden Ehrenreich,0.21954757915695416,39
847,Robin Williams,0.1171931561372351,494
848,Milla Jovovich,0.040881448539011565,238
849,Morgan Freeman,0.11061689338669153,483
850,Judy Greer,0.24723860630110628,40
851,Nicolas Cage,0.09348769631463157,498
852,Jason Statham,0.11573018974203189,475
853,Lauren Holly,0.31691790674603176,60
854,Philip Seymour Hoffman,0.17078487649916219,117
855,Michael O'Neill,0.03727031605229579,416
856,Harrison Ford,0.09716929078672332,492
857,Kelly Macdonald,0.1400691724724928,40
858,Hugh Jackman,0.2908443989992097,494
859,Denzel Washington,0.16588517610605968,498
860,Kristen Stewart,0.14629147567606665,492
861,Judy Greer,0.24723860630110628,40
862,Tom Hardy,0.08990437962038896,496
863,Hugh Jackman,0.2908443989992097,494
864,Brendan Fraser,0.26061065665778355,496
865,Nicolas Cage,0.09348769631463157,498
866,Christian Bale,0.14269345514517914,437
867,Liam Neeson,0.057845844721474755,496
868,Don Cheadle,0.05163066730699763,498
869,Matthew Broderick,0.07093689975990397,119
870,Nandita Das,0.07687415824915825,60
871,Rosie Perez,0.09959955206830205,60
872,Sylvester Stallone,0.163936616432329,497
873,Sarah Michelle Gellar,0.06784206074722378,115
874,Julia Roberts,0.1303544018646864,493
875,Julia Roberts,0.1303544018646864,493
876,Julia Roberts,0.1303544018646864,493
877,Al Pacino,0.1403847002950841,476
878,LeVar Burton,0.16968059706002878,274
879,Michael Fassbender,0.1710079478812608,258
880,Denzel Washington,0.16588517610605968,498
881,Maura Tierney,0.09605597643097644,20
882,Joseph Gilgun,0.3314195526695527,20
883,Laurence Olivier,0.15004978450792478,79
884,Jonathan Winters,0.09452346743295016,58
885,Liam Neeson,0.057845844721474755,496
886,Regina Hall,0.17341340269623562,153
887,Candice Bergen,0.08499296536796537,20
888,Josh Hutcherson,0.062408232853148116,177
889,Anne Hathaway,0.09718446908998704,497
890,Denzel Washington,0.16588517610605968,498
891,Bradley Whitford,0.0597769965826646,494
892,Morgan Freeman,0.11061689338669153,483
893,Harrison Ford,0.09716929078672332,492
894,Adam Scott,0.001,500
895,Hugh Jackman,0.2908443989992097,494
896,Denzel Washington,0.16588517610605968,498
897,Alan Rickman,0.10853558044202062,493
898,Natasha Lyonne,0.12975155811525152,199
899,Sanaa Lathan,0.16568502735690235,120
900,Channing Tatum,0.14801853621680766,499
901,Sydney Pollack,0.21086904761904762,20
902,Frank Welker,0.20422321428571427,20
903,Colin Firth,0.15213710192838095,499
904,Johnny Depp,0.07872807627771616,462
905,Sylvester Stallone,0.163936616432329,497
906,Don Johnson,0.1544351339854842,492
907,Lucille Ball,0.17408437276393493,392
908,Josh Hutcherson,0.062408232853148116,177
909,Zooey Deschanel,0.1590231217793607,494
910,Milla Jovovich,0.040881448539011565,238
911,Bella Thorne,0.15489881943353467,496
912,LL Cool J,0.10991580623469238,482
913,Meryl Streep,0.11647301564692406,494
914,Steve Coogan,0.11635764640452141,120
915,Nicolas Cage,0.09348769631463157,498
916,Leonardo DiCaprio,0.15053152394643182,495
917,Bruce Willis,0.036719473979653874,495
918,Vin Diesel,0.07227142397261321,497
919,John de Lancie,0.18400121952910173,57
920,Jon Lovitz,0.0788875988638647,79
921,Wood Harris,0.034811698802258685,120
922,Matt Damon,0.09327377987896385,487
923,Anthony Hopkins,0.12497510754045438,483
924,Jim Belushi,0.1450808520329881,79
925,Djimon Hounsou,0.14625188910791598,140
926,Joseph Gordon-Levitt,0.12443745574725261,218
927,Nicolas Cage,0.09348769631463157,498
928,Zooey Deschanel,0.1590231217793607,494
929,Sam Waterston,0.09827651515151516,20
930,Daniel Kaluuya,0.14690584257644862,491
931,Jerry Stiller,0.12802083333333333,20
932,Clea DuVall,0.05229545454545455,20
933,Harrison Ford,0.09716929078672332,492
934,Gerard Butler,0.13594980420720884,498
935,Robert De Niro,0.15250260584143246,496
936,Sylvester Stallone,0.163936616432329,497
937,Joseph Gordon-Levitt,0.12443745574725261,218
938,Mel Blanc,0.12927344177613576,58
939,Jeff Bridges,0.3303391445818768,496
940,Steve Buscemi,0.07896390158195717,495
941,Morgan Freeman,0.11061689338669153,483
942,Tom Cruise,0.07900278779568609,499
943,Jason Statham,0.11573018974203189,475
944,Channing Tatum,0.14801853621680766,499
945,Julia Roberts,0.1303544018646864,493
946,Imelda Staunton,0.20542954514882478,59
947,Philip Seymour Hoffman,0.17078487649916219,117
948,John Witherspoon,0.09414452621659461,436
949,Michael Rapaport,0.05369864140942575,459
950,Martin Landau,0.14929335016835016,20
951,Salma Hayek,0.22633571938226596,498
952,Morgan Freeman,0.11061689338669153,483
953,Jeff Bridges,0.3303391445818768,496
954,Debra Messing,0.04862340521371341,492
955,Bono,0.13797353749637822,489
956,Robert Davi,0.21543815757027782,79
957,Gary Oldman,0.1780265008163193,397
958,Robert De Niro,0.15250260584143246,496
959,Bob Hoskins,0.12194846462460097,99
960,Nicolas Cage,0.09348769631463157,498
961,Jet Li,0.09938395734983041,499
962,Fisher Stevens,0.01893939393939394,20
963,Tony Cox,0.11438698790654372,159
964,Omar Sy,0.07944139194139195,39
965,Mekhi Phifer,0.11323393711551606,38
966,Heath Ledger,0.10860359352392489,496
967,Julian Sands,0.2149507068452381,20
968,Bruce Willis,0.036719473979653874,495
969,Joel McHale,0.12082920789924109,437
970,Martin Kove,0.22080018939393944,40
971,Jennifer Lawrence,0.129381611441058,497
972,Ryan Reynolds,0.1367400621654784,495
973,Bruce Greenwood,0.2103106384356384,39
974,Lea Thompson,0.13875742313242315,39
975,Scarlett Johansson,0.07625689216320523,495
976,Sylvester Stallone,0.163936616432329,497
977,Tom Welling,0.12334444593847951,496
978,Jerry Ferrara,0.09530220260739738,99
979,Tom Hanks,0.1514650522782509,492
980,Andrew Garfield,0.022272038578429108,492
981,Carmen Perez,0.058510974702380945,40
982,Kelly Rutherford,0.18125000000000002,20
983,Lea Thompson,0.13875742313242315,39
984,Will Ferrell,0.08942211397129829,477
985,Keanu Reeves,0.10476399390001678,494
986,Meryl Streep,0.11647301564692406,494
987,Harrison Ford,0.09716929078672332,492
988,Philip Seymour Hoffman,0.17078487649916219,117
989,Bill Murray,0.11756176113536748,492
990,Paul Walker,0.08920744283378193,493
991,Robert De Niro,0.15250260584143246,496
992,Olivia Munn,0.1984212662337662,20
993,Bokeem Woodbine,0.13495801236458202,275
994,Rosario Dawson,0.12782620256870036,386
995,Dennis Quaid,0.17582654095175484,438
996,J.K. Simmons,0.1211107229619888,79
997,Jason Alexander,-0.004622290735190086,358
998,J.K. Simmons,0.1211107229619888,79
999,Finn Wittrock,0.23651034773757992,80
1000,Matthew Perry,0.12619799378169913,296
1001,Don Johnson,0.1544351339854842,492
1002,Tom Hanks,0.1514650522782509,492
1003,Pink,0.09898100234085273,493
1004,Kirsten Dunst,0.14277004428705378,237
1005,Michael Jai White,0.08338125422090067,99
1006,Henry Cavill,0.12070316462303562,499
1007,Matthew McConaughey,0.17080138499222025,497
1008,Liam Neeson,0.057845844721474755,496
1009,Christian Bale,0.14269345514517914,437
1010,Brendan Fraser,0.26061065665778355,496
1011,Joe Don Baker,0.06840313310069562,500
1012,Topher Grace,0.1885861509024198,199
1013,Brian Dennehy,0.1493421052631579,19
1014,Johnny Depp,0.07872807627771616,462
1015,Keanu Reeves,0.10476399390001678,494
1016,Gena Rowlands,0.16081484487734485,60
1017,Busy Philipps,0.15632021373358707,314
1018,Matt Damon,0.09327377987896385,487
1019,Robert Downey Jr.,0.14644303481409487,499
1020,Anthony Hopkins,0.12497510754045438,483
1021,Lorraine Bracco,0.1845953583453583,60
1022,Macaulay Culkin,0.07363838018651171,453
1023,J.K. Simmons,0.1211107229619888,79
1024,Brad Garrett,0.11235642135642135,20
1025,Bobby Lee,0.1061941532136845,120
1026,Miriam Margolyes,0.12778477483164982,80
1027,Alison Brie,0.09525599095728486,256
1028,Nicolas Cage,0.09348769631463157,498
1029,Jimmy Fallon,0.14000081364281355,494
1030,Liam Neeson,0.057845844721474755,496
1031,Jonathan Winters,0.09452346743295016,58
1032,Tom Hanks,0.1514650522782509,492
1033,50 Cent,0.08239823591785203,500
1034,Michael Biehn,0.11481493506493508,40
1035,Rosario Dawson,0.12782620256870036,386
1036,Rufus Sewell,0.14510944276855062,478
1037,Oliver Hudson,0.123,20
1038,Marlon Brando,0.13514973636239158,473
1039,Catherine Deneuve,0.1051129426129426,39
1040,Natalie Portman,0.14069148726991115,478
1041,Keanu Reeves,0.10476399390001678,494
1042,Stephen Rea,0.15511297498797497,60
1043,Robert De Niro,0.15250260584143246,496
1044,Ed Begley Jr.,0.12688903974291948,59
1045,Gary Oldman,0.1780265008163193,397
1046,Robert De Niro,0.15250260584143246,496
1047,Mira Sorvino,0.09723681137163027,220
1048,Dane Cook,0.09556676443317322,397
1049,Al Pacino,0.1403847002950841,476
1050,Kirsten Dunst,0.14277004428705378,237
1051,Nicolas Cage,0.09348769631463157,498
1052,Sylvester Stallone,0.163936616432329,497
1053,Naomi Watts,0.0775209214061692,239
1054,Carol Kane,0.21273536706349208,40
1055,Bill Murray,0.11756176113536748,492
1056,Angelina Jolie Pitt,0.04174071207183788,151
1057,Richard Epcar,0.18752483802673198,99
1058,Mary-Kate Olsen,0.08533681952993476,120
1059,Omar Epps,0.19803879580396794,276
1060,Ted Danson,0.15831267878759012,293
1061,Josh Hutcherson,0.062408232853148116,177
1062,Justin Theroux,0.07160473279370587,297
1063,Bernie Mac,0.09456082325936738,498
1064,M. Emmet Walsh,0.3100453023538961,40
1065,Michael Jai White,0.08338125422090067,99
1066,Norman Reedus,0.2325546803992019,430
1067,Rufus Sewell,0.14510944276855062,478
1068,Chris Evans,0.16422528641400144,496
1069,Eric Idle,0.17962179208038756,437
1070,Ray Winstone,0.08719522375772376,78
1071,Alex Pettyfer,0.11762500000000001,20
1072,Angelina Jolie Pitt,0.04174071207183788,151
1073,James Brolin,0.08011954365079366,20
1074,Jennifer Jason Leigh,0.11641630752679863,56
1075,Jet Li,0.09938395734983041,499
1076,Jay Hernandez,0.0762016687016687,39
1077,Chris Evans,0.16422528641400144,496
1078,Adam Goldberg,0.009202380952380955,20
1079,Matthew Broderick,0.07093689975990397,119
1080,Tamannaah Bhatia,0.2126904761904762,20
1081,Paul Walker,0.08920744283378193,493
1082,Martin Landau,0.14929335016835016,20
1083,Adam Baldwin,0.03546688792534207,491
1084,Omar Epps,0.19803879580396794,276
1085,Margot Kidder,0.09540987144348606,219
1086,Robert De Niro,0.15250260584143246,496
1087,Gerard Butler,0.13594980420720884,498
1088,Austin Pendleton,0.14421717171717172,20
1089,Steve Buscemi,0.07896390158195717,495
1090,LeVar Burton,0.16968059706002878,274
1091,Robert Pattinson,0.12857214997817534,457
1092,Denzel Washington,0.16588517610605968,498
1093,Sarah Silverman,0.060735078576502094,497
1094,Jim Belushi,0.1450808520329881,79
1095,Johnny Depp,0.07872807627771616,462
1096,J.K. Simmons,0.1211107229619888,79
1097,Mo'Nique,0.09508527646254208,500
1098,Jeff Bridges,0.3303391445818768,496
1099,Wilford Brimley,0.05760426289191977,239
1100,Vin Diesel,0.07227142397261321,497
1101,Bill Murray,0.11756176113536748,492
1102,Mike Howard,0.08398387276303942,300
1103,Hayden Christensen,0.09783376660060068,336
1104,Dennis Quaid,0.17582654095175484,438
1105,Sylvester Stallone,0.163936616432329,497
1106,Jeremy Renner,0.16831229104286916,500
1107,Anna Kendrick,0.18955493590983752,496
1108,J.K. Simmons,0.1211107229619888,79
1109,Gerard Butler,0.13594980420720884,498
1110,Chris Hemsworth,0.1313024939070889,494
1111,Patton Oswalt,0.08408839769295894,495
1112,Bruce Willis,0.036719473979653874,495
1113,Alison Brie,0.09525599095728486,256
1114,Morgan Freeman,0.11061689338669153,483
1115,Kristen Stewart,0.14629147567606665,492
1116,Denzel Washington,0.16588517610605968,498
1117,Peter Greene,0.06297077116831581,80
1118,Morgan Freeman,0.11061689338669153,483
1119,Charlize Theron,0.08670740993539289,484
1120,Vin Diesel,0.07227142397261321,497
1121,Emma Stone,0.10635324958055607,497
1122,Anthony Hopkins,0.12497510754045438,483
1123,Blair Underwood,0.15449147727272733,40
1124,Stockard Channing,0.08682403945661525,99
1125,Cheryl Hines,0.13253588516746415,19
1126,Bernie Mac,0.09456082325936738,498
1127,Bradley Cooper,0.0367846418151208,499
1128,Mike Tyson,0.08768573797108174,481
1129,Muse Watson,0.14974107142857143,60
1130,Michael Gough,0.1722664616085669,57
1131,Rene Russo,0.1624261701839827,40
1132,Matt Damon,0.09327377987896385,487
1133,Meryl Streep,0.11647301564692406,494
1134,Leonard Nimoy,0.18349940958589203,258
1135,Jon Favreau,0.13258269907782178,494
1136,Robert De Niro,0.15250260584143246,496
1137,Amy Schumer,0.06449614731024608,496
1138,Bernie Mac,0.09456082325936738,498
1139,Colin Firth,0.15213710192838095,499
1140,Michael Angarano,0.6287747495559995,39
1141,Tom Selleck,0.07126404828947978,478
1142,Johnny Depp,0.07872807627771616,462
1143,Leonardo DiCaprio,0.15053152394643182,495
1144,Scott Glenn,0.11869949494949497,20
1145,Chris Evans,0.16422528641400144,496
1146,Alfre Woodard,0.21268459059400507,158
1147,Mila Kunis,0.19297671313081768,437
1148,Tom Hanks,0.1514650522782509,492
1149,Denzel Washington,0.16588517610605968,498
1150,Charlyne Yi,0.1728030603655604,60
1151,Robin Williams,0.1171931561372351,494
1152,Craig Parker,0.05272363730845875,80
1153,Robin Williams,0.1171931561372351,494
1154,Jon Lovitz,0.0788875988638647,79
1155,Stockard Channing,0.08682403945661525,99
1156,Johnny Depp,0.07872807627771616,462
1157,Milla Jovovich,0.040881448539011565,238
1158,J.K. Simmons,0.1211107229619888,79
1159,Mila Kunis,0.19297671313081768,437
1160,Matt Bomer,0.22730622240342865,217
1161,Danneel Ackles,0.25904240518904714,79
1162,Ashley Williams,0.08071412037037035,60
1163,Tom Wilkinson,0.14679797979797982,20
1164,Ming-Na Wen,0.061087301587301586,60
1165,Emilia Fox,0.3782447381681129,140
1166,Johnny Depp,0.07872807627771616,462
1167,Natalie Portman,0.14069148726991115,478
1168,Leonardo DiCaprio,0.15053152394643182,495
1169,Aaliyah,-0.06097746047529548,498
1170,Adam Baldwin,0.03546688792534207,491
1171,Billy Burke,0.22508333333333336,20
1172,Brendan Fraser,0.26061065665778355,496
1173,Brian Blessed,0.17057385640975878,258
1174,Stephen Root,0.09283462248535782,136
1175,Cicely Tyson,0.06602856171606174,260
1176,Robert De Niro,0.15250260584143246,496
1177,Mitch Pileggi,0.14589912280701756,19
1178,Anne Hathaway,0.09718446908998704,497
1179,Will Smith,0.0576314927012472,496
1180,Ken Arnold,0.08695486111111114,20
1181,Jim Broadbent,0.08749305555555556,40
1182,Robert Downey Jr.,0.14644303481409487,499
1183,Drake Bell,0.09537722665951308,392
1184,Joseph Gordon-Levitt,0.12443745574725261,218
1185,Jim Gaffigan,0.14124049587630425,494
1186,Djimon Hounsou,0.14625188910791598,140
1187,Jason Statham,0.11573018974203189,475
1188,Kirsten Dunst,0.14277004428705378,237
1189,Brendan Fraser,0.26061065665778355,496
1190,Alex Russell,0.1631968344155844,40
1191,Liam Neeson,0.057845844721474755,496
1192,Meryl Streep,0.11647301564692406,494
1193,Rosanna Arquette,0.026752020202020204,40
1194,Tim Meadows,0.07465719696969696,20
1195,Michiel Huisman,0.13981719539141416,20
1196,Brad Pitt,0.10961099833308816,493
1197,Paul Sorvino,0.2096597222222222,20
1198,Heath Ledger,0.10860359352392489,496
1199,Julie Benz,0.2786648046136801,239
1200,Joseph Gordon-Levitt,0.12443745574725261,218
1201,Adam Baldwin,0.03546688792534207,491
1202,Jim Broadbent,0.08749305555555556,40
1203,Oliver Reed,0.04235450757449976,478
1204,Salma Hayek,0.22633571938226596,498
1205,Ki Hong Lee,0.010491522366522383,20
1206,Tom Wilkinson,0.14679797979797982,20
1207,Richard E. Grant,0.17097234906337289,497
1208,Hugh Jackman,0.2908443989992097,494
1209,Nicolas Cage,0.09348769631463157,498
1210,Johnny Depp,0.07872807627771616,462
1211,Gerard Butler,0.13594980420720884,498
1212,Terry Pheto,0.08640861992945328,60
1213,Paul Sorvino,0.2096597222222222,20
1214,Tom Cruise,0.07900278779568609,499
1215,Michael Jai White,0.08338125422090067,99
1216,Nia Long,0.21677911556491503,413
1217,Kyle Hebert,0.17647283973113065,140
1218,Ryan Guzman,0.015310554174117714,20
1219,Lin Shaye,0.06555334595959596,40
1220,Keanu Reeves,0.10476399390001678,494
1221,Sean Pertwee,0.2834243209014284,258
1222,Jason Statham,0.11573018974203189,475
1223,Angelina Jolie Pitt,0.04174071207183788,151
1224,Harrison Ford,0.09716929078672332,492
1225,Kate Winslet,0.1548689893967067,496
1226,Justin Theroux,0.07160473279370587,297
1227,Peter Dinklage,0.08986996577881991,216
1228,Robert Duvall,0.1383028926850541,78
1229,James Coburn,0.1606731802148469,40
1230,Bill Murray,0.11756176113536748,492
1231,Matt Lucas,0.18914544713265166,497
1232,Channing Tatum,0.14801853621680766,499
1233,Nia Long,0.21677911556491503,413
1234,Robert De Niro,0.15250260584143246,496
1235,Paul Walker,0.08920744283378193,493
1236,Robin Williams,0.1171931561372351,494
1237,Jake Gyllenhaal,0.0953481413637076,484
1238,Logan Lerman,0.09505219037416004,198
1239,Christopher Lee,0.1238907090053764,496
1240,Ken Howard,0.1731706475785423,57
1241,Viggo Mortensen,0.16836111702354492,138
1242,Jason Statham,0.11573018974203189,475
1243,Leonardo DiCaprio,0.15053152394643182,495
1244,Frances Fisher,0.1895876260243856,153
1245,Nicolas Cage,0.09348769631463157,498
1246,Robert Forster,0.12088865348399246,59
1247,Haley Joel Osment,0.06613492063492069,60
1248,Steve Buscemi,0.07896390158195717,495
1249,George Kennedy,0.16769462481962483,20
1250,Bill Murray,0.11756176113536748,492
1251,Harrison Ford,0.09716929078672332,492
1252,Rob Riggle,0.10117670935331886,158
1253,Alicia Witt,0.10526315789473684,19
1254,Gary Oldman,0.1780265008163193,397
1255,Meryl Streep,0.11647301564692406,494
1256,Denzel Washington,0.16588517610605968,498
1257,Bill Murray,0.11756176113536748,492
1258,Anthony Hopkins,0.12497510754045438,483
1259,Julian Sands,0.2149507068452381,20
1260,Dennis Quaid,0.17582654095175484,438
1261,Ed Begley Jr.,0.12688903974291948,59
1262,Chris Hemsworth,0.1313024939070889,494
1263,Steve Buscemi,0.07896390158195717,495
1264,Alyson Hannigan,0.10119841269841272,40
1265,Tom Hanks,0.1514650522782509,492
1266,Keanu Reeves,0.10476399390001678,494
1267,Channing Tatum,0.14801853621680766,499
1268,Harrison Ford,0.09716929078672332,492
1269,Ryan Gosling,0.1004387974068557,497
1270,Scott Glenn,0.11869949494949497,20
1271,Alex Pettyfer,0.11762500000000001,20
1272,Gary Cole,0.11223408539126618,60
1273,Anjelica Huston,0.157130562077596,59
1274,Anne Hathaway,0.09718446908998704,497
1275,Stockard Channing,0.08682403945661525,99
1276,Morgan Freeman,0.11061689338669153,483
1277,Scarlett Johansson,0.07625689216320523,495
1278,Clint Eastwood,0.06589611848420364,487
1279,Robert De Niro,0.15250260584143246,496
1280,Ryan Gosling,0.1004387974068557,497
1281,Judy Greer,0.24723860630110628,40
1282,Emily Osment,0.12794376791120488,119
1283,Elizabeth Daily,0.017499999999999998,20
1284,George Carlin,0.061097559036927256,483
1285,Anthony Hopkins,0.12497510754045438,483
1286,J.K. Simmons,0.1211107229619888,79
1287,Joseph Gordon-Levitt,0.12443745574725261,218
1288,Chazz Palminteri,0.0054444444444444445,60
1289,Miriam Margolyes,0.12778477483164982,80
1290,Meryl Streep,0.11647301564692406,494
1291,Mila Kunis,0.19297671313081768,437
1292,Josh Charles,0.1462148191314858,39
1293,Tina Fey,0.14229640034335922,465
1294,Anne Hathaway,0.09718446908998704,497
1295,Antony Starr,0.16704519639981594,138
1296,Liam Neeson,0.057845844721474755,496
1297,Johnny Depp,0.07872807627771616,462
1298,Robin Wright,0.10533184408184408,39
1299,Leonard Nimoy,0.18349940958589203,258
1300,Brenda Song,0.16663709483884837,415
1301,George Kennedy,0.16769462481962483,20
1302,Patrick Macnee,0.2033823051948052,20
1303,Mark Gatiss,0.1866655925518004,355
1304,Gerard Butler,0.13594980420720884,498
1305,Bruce Greenwood,0.2103106384356384,39
1306,Benedict Cumberbatch,0.10081451656621555,494
1307,Vanessa Redgrave,0.12785547785547785,39
1308,Stephen Root,0.09283462248535782,136
1309,Kate Upton,0.12279291026898442,320
1310,Johnny Depp,0.07872807627771616,462
1311,Mehcad Brooks,0.05628030303030303,20
1312,Jake Gyllenhaal,0.0953481413637076,484
1313,Harrison Ford,0.09716929078672332,492
1314,Haley Joel Osment,0.06613492063492069,60
1315,Alyson Stoner,0.0973299491513777,140
1316,Faizon Love,0.15828294101731602,40
1317,Will Ferrell,0.08942211397129829,477
1318,Chris Hemsworth,0.1313024939070889,494
1319,Carmen Electra,0.026606819106819116,195
1320,Robert De Niro,0.15250260584143246,496
1321,Yaphet Kotto,0.06590530303030304,20
1322,Bill Murray,0.11756176113536748,492
1323,Jessica Barden,0.13517015861742424,60
1324,Brian Thompson,0.06263888888888888,20
1325,Tom Hanks,0.1514650522782509,492
1326,Alfre Woodard,0.21268459059400507,158
1327,Dwayne Johnson,0.19838533653255278,499
1328,Bernie Mac,0.09456082325936738,498
1329,Martin Landau,0.14929335016835016,20
1330,Channing Tatum,0.14801853621680766,499
1331,Craig Ferguson,0.0009116161616161614,220
1332,Warren Beatty,0.039084571533790316,160
1333,Tika Sumpter,0.17149499458874456,40
1334,Meryl Streep,0.11647301564692406,494
1335,Denzel Washington,0.16588517610605968,498
1336,Rainn Wilson,0.14364676446543234,494
1337,Olivia Munn,0.1984212662337662,20
1338,Ioan Gruffudd,0.1576106821419321,39
1339,Holly Hunter,0.1433646949341782,179
1340,Alison Brie,0.09525599095728486,256
1341,Bernie Mac,0.09456082325936738,498
1342,Olivia Wilde,0.1191758646213501,497
1343,Milla Jovovich,0.040881448539011565,238
1344,Brian Dennehy,0.1493421052631579,19
1345,Mira Sorvino,0.09723681137163027,220
1346,Salma Hayek,0.22633571938226596,498
1347,Scarlett Johansson,0.07625689216320523,495
1348,Jake Gyllenhaal,0.0953481413637076,484
1349,Al Pacino,0.1403847002950841,476
1350,Jeremy Renner,0.16831229104286916,500
1351,Bruce Willis,0.036719473979653874,495
1352,Sarah Polley,0.2813961038961039,20
1353,Lea Thompson,0.13875742313242315,39
1354,Christian Bale,0.14269345514517914,437
1355,Robert Downey Jr.,0.14644303481409487,499
1356,Robert De Niro,0.15250260584143246,496
1357,Amy Poehler,0.20986995650953982,495
1358,Morgan Freeman,0.11061689338669153,483
1359,Andrew Garfield,0.022272038578429108,492
1360,Mark Addy,0.08922443181818182,20
1361,Justin Timberlake,0.04669354689078884,496
1362,Denzel Washington,0.16588517610605968,498
1363,Robert De Niro,0.15250260584143246,496
1364,Dominic Cooper,0.18198870400432904,40
1365,Al Pacino,0.1403847002950841,476
1366,Channing Tatum,0.14801853621680766,499
1367,Emily Watson,0.1578057769052452,100
1368,Steve Howey,0.10570666204455266,40
1369,Brad Pitt,0.10961099833308816,493
1370,Jason Statham,0.11573018974203189,475
1371,Gerard Butler,0.13594980420720884,498
1372,Jim Broadbent,0.08749305555555556,40
1373,Terry Pheto,0.08640861992945328,60
1374,Fisher Stevens,0.01893939393939394,20
1375,Ray Winstone,0.08719522375772376,78
1376,Anna Kendrick,0.18955493590983752,496
1377,Lisa Edelstein,0.20857930871212121,20
